id,pA,pB,pTie
65544126,0.26058218,0.24390312,0.4955147
66848153,0.31295535,0.35838577,0.328659
66965326,0.1032554,0.09410055,0.8026441
67525190,0.2074508,0.5446755,0.24787365
68833317,0.383791,0.35415167,0.2620574
68890531,0.36908728,0.32982668,0.3010861
68920028,0.4414198,0.28384018,0.27473998
68940324,0.37877825,0.31446362,0.30675814
69094828,0.23487464,0.2567997,0.50832564
69721128,0.22708529,0.23280859,0.54010606
69753463,0.20485273,0.1976746,0.59747267
69976808,0.48852152,0.22651643,0.28496206
70903723,0.32176596,0.34970975,0.3285243
70977611,0.41310546,0.28658998,0.30030453
71047602,0.37054348,0.32995394,0.29950264
71956333,0.49652752,0.26856107,0.23491143
72135386,0.09950742,0.086811,0.8136815
73537277,0.56988037,0.22571632,0.2044033
73544272,0.31959143,0.38484988,0.29555863
73576434,0.46045035,0.3162841,0.22326551
73625918,0.44177985,0.2729434,0.28527674
73704096,0.24382679,0.48552653,0.27064663
73821264,0.1746123,0.59749717,0.22789052
74274070,0.48333323,0.27224526,0.24442153
74321866,0.22890516,0.18709855,0.5839963
75465848,0.4392059,0.27514577,0.28564826
76092429,0.39730474,0.27416348,0.3285318
76128166,0.48250172,0.22509581,0.29240242
76546068,0.28215754,0.314895,0.40294743
76583649,0.10443441,0.089281,0.80628455
76937152,0.3633029,0.34334388,0.29335317
77072101,0.25101602,0.4213331,0.32765087
78276181,0.3920251,0.3127725,0.29520237
78724708,0.14648789,0.6377258,0.21578628
79833841,0.5505274,0.20376687,0.24570581
80186619,0.3732911,0.30480906,0.3218999
80552572,0.4900998,0.23544277,0.27445737
81235835,0.44290853,0.30265966,0.25443175
81653300,0.10270718,0.77820617,0.11908662
82826838,0.25151816,0.34085524,0.4076266
82908392,0.43627483,0.25278273,0.31094244
83407252,0.67461276,0.15106219,0.17432508
83620275,0.40753353,0.27469233,0.3177741
84798842,0.26479194,0.22893481,0.50627327
85170785,0.33034885,0.28086978,0.3887814
85565223,0.22435045,0.20473099,0.5709185
85722057,0.5080087,0.24060294,0.2513883
86015370,0.22323757,0.14980714,0.6269553
88189114,0.3055865,0.3962092,0.29820427
88633480,0.29236045,0.3214579,0.3861817
88730793,0.47076893,0.2848499,0.24438113
90309616,0.5469653,0.21717061,0.23586409
90898779,0.30816483,0.27280098,0.41903412
92690213,0.3935683,0.31516415,0.2912675
92984718,0.2636572,0.2872557,0.44908708
93119658,0.4064937,0.3140916,0.27941468
93553254,0.24994719,0.40382546,0.34622735
93578218,0.35469425,0.232051,0.41325477
93800091,0.33512625,0.29274,0.3721338
94800366,0.51114595,0.24061374,0.24824038
95211333,0.54418176,0.22566754,0.23015067
95281340,0.40241027,0.24173668,0.35585308
95535518,0.4523453,0.24105783,0.30659696
95582216,0.47015643,0.23458655,0.29525706
95981558,0.3937799,0.31268728,0.29353282
97360777,0.16303878,0.1505594,0.6864018
97445496,0.35713315,0.34551248,0.29735437
97665106,0.49523634,0.26847863,0.2362851
98605209,0.36009157,0.34110522,0.2988032
98864387,0.2801707,0.43054795,0.28928134
99419594,0.7087366,0.13133748,0.15992585
99533234,0.49198487,0.2669223,0.24109279
99615539,0.2671301,0.35048822,0.38238174
100272253,0.42977446,0.2791722,0.29105335
100387126,0.5478987,0.22158192,0.23051935
101577952,0.326199,0.30156678,0.37223423
101737634,0.20240632,0.62033993,0.17725377
101762713,0.23131205,0.40600502,0.36268288
101892776,0.4986958,0.2419226,0.2593816
102139071,0.24371742,0.28085726,0.47542533
102279008,0.25415254,0.24333595,0.50251156
102362890,0.47827518,0.24697967,0.27474523
102365884,0.4601986,0.2772021,0.26259935
102800243,0.31873214,0.33521777,0.3460501
103088501,0.41352656,0.2754389,0.31103456
104234339,0.40843436,0.28407305,0.30749252
104351632,0.48678675,0.2873786,0.22583471
104602136,0.29875216,0.33038548,0.37086233
104646942,0.37253574,0.30981448,0.31764972
104868968,0.25349262,0.5343192,0.21218815
105956094,0.38451654,0.33164412,0.28383937
106235130,0.38649046,0.34760422,0.26590532
106536315,0.3192887,0.2539906,0.4267207
106822113,0.46133474,0.26301512,0.27565017
106972419,0.21345088,0.21803541,0.5685137
107512736,0.23205987,0.26860657,0.49933362
107674127,0.7116099,0.13069794,0.15769209
108064616,0.24070062,0.19112913,0.56817025
108309396,0.1477826,0.13694738,0.71527
108388194,0.08136127,0.81556624,0.103072435
108619841,0.42600662,0.30982408,0.26416925
108666474,0.16851476,0.6226364,0.2088488
109000969,0.21804188,0.47844255,0.30351558
109007772,0.47489953,0.22785495,0.29724553
110019484,0.29109752,0.36765245,0.34125015
110435563,0.39594126,0.33058354,0.27347523
110738755,0.39239994,0.32074532,0.28685468
110926655,0.30724344,0.33306608,0.3596905
111478329,0.30260208,0.26300848,0.4343894
111718171,0.19281662,0.61124164,0.19594176
111815989,0.30309847,0.3256469,0.37125462
112306173,0.4316145,0.20884405,0.35954142
112573067,0.32535654,0.36319017,0.31145328
112959184,0.31704882,0.38865507,0.29429606
113136348,0.28103465,0.41158533,0.30737996
113526296,0.6445945,0.15735874,0.19804671
114586927,0.3469663,0.39466894,0.2583648
114961673,0.60636884,0.17402083,0.2196103
116135851,0.6214686,0.1579633,0.22056808
116197968,0.38021937,0.32679492,0.29298574
116268170,0.12537354,0.11932988,0.7552965
117042177,0.50680315,0.2169097,0.27628717
117617524,0.2261246,0.50157166,0.2723038
118824975,0.36479452,0.24815391,0.38705155
119510696,0.12906493,0.6988864,0.17204873
120298223,0.49826878,0.1896988,0.31203246
120519609,0.25774735,0.25512692,0.48712578
121111099,0.36760694,0.27799922,0.35439384
122134546,0.39700797,0.38432142,0.21867062
122227197,0.25885698,0.41885102,0.32229203
123982046,0.12986949,0.11720195,0.75292856
124255384,0.6943107,0.116105594,0.18958369
124611200,0.23267941,0.49580452,0.27151608
124797767,0.2234367,0.549895,0.22666831
125599328,0.1188317,0.12910378,0.7520645
126977696,0.23396416,0.21402639,0.5520095
127982670,0.3770495,0.2584569,0.36449355
131208465,0.40194997,0.3423945,0.2556556
131379339,0.5725219,0.18743443,0.2400437
131454540,0.3626879,0.3235436,0.3137685
131703375,0.40620717,0.3201068,0.27368602
132511780,0.40054423,0.28203276,0.31742302
133025844,0.72404575,0.116762884,0.15919133
133507731,0.41982138,0.33667848,0.24350013
133547624,0.3199649,0.34192735,0.3381078
133832350,0.2647678,0.349068,0.38616422
134603786,0.14274663,0.7004934,0.15675995
134632307,0.34143925,0.34162596,0.3169348
135262034,0.3407448,0.3256644,0.3335908
135387742,0.56479,0.20639127,0.22881874
135614151,0.22413945,0.29469657,0.48116404
135703586,0.2928563,0.28498653,0.4221572
135902844,0.693966,0.13016234,0.1758717
136663969,0.5772232,0.18123426,0.24154253
136959345,0.3808282,0.28874463,0.33042717
137280884,0.31275478,0.33745733,0.34978795
137766919,0.3948278,0.25902322,0.34614897
137935393,0.38913506,0.33994675,0.27091816
138150255,0.2380904,0.21314287,0.54876673
138862977,0.66349906,0.14608648,0.19041449
139343777,0.19245364,0.4165644,0.390982
140074501,0.47692072,0.25406906,0.26901022
140938773,0.3300256,0.19803953,0.47193485
141071487,0.5939343,0.19290629,0.21315934
141795084,0.36041656,0.32180625,0.31777725
142467940,0.18080299,0.16946833,0.64972866
143183970,0.38017046,0.36154118,0.25828832
144095044,0.1889245,0.5965751,0.21450041
144251125,0.21938975,0.5349405,0.24566981
144400163,0.4114715,0.2981061,0.2904225
144419082,0.42469096,0.34315908,0.23215002
144506029,0.5214053,0.21249108,0.26610363
144873681,0.08919968,0.79216874,0.11863163
145145629,0.39997604,0.23399654,0.36602738
145405672,0.41981065,0.30905628,0.271133
147056526,0.23672415,0.52317065,0.24010517
147184775,0.3690579,0.3221683,0.30877376
147291492,0.3712207,0.27585474,0.35292447
147453243,0.33723068,0.26577634,0.39699292
147804571,0.3150708,0.2742788,0.41065037
148113919,0.36357528,0.2741037,0.362321
148868083,0.5402558,0.1902265,0.26951772
149086724,0.27531704,0.41548035,0.30920264
149119807,0.6600933,0.15114346,0.18876329
149151854,0.3197184,0.3639144,0.31636727
149413088,0.52810806,0.16227019,0.30962178
149522636,0.12462844,0.71972704,0.15564449
149603328,0.3581353,0.32164657,0.32021806
149805674,0.46553633,0.23816673,0.29629695
150103775,0.3572699,0.34024122,0.30248892
150220146,0.32846707,0.3653435,0.3061894
150929280,0.20057178,0.19518751,0.6042407
150978685,0.7120431,0.1117022,0.17625473
151320725,0.19255778,0.1958832,0.6115591
151584682,0.584704,0.19494985,0.22034618
151599737,0.29195574,0.35348213,0.35456213
151642256,0.40579835,0.24695732,0.3472444
152641577,0.4631222,0.30180025,0.2350776
153006036,0.31146595,0.32473022,0.3638038
153302305,0.3525021,0.30001608,0.34748185
153818336,0.19247098,0.23751606,0.5700129
154166608,0.26710847,0.44645494,0.2864365
154653836,0.14637674,0.66562754,0.18799575
154791391,0.47890285,0.24121298,0.27988416
156534274,0.5719994,0.2314117,0.19658892
157278976,0.17181323,0.61760414,0.21058269
157296335,0.16035728,0.5795099,0.26013273
157683879,0.3453807,0.28342697,0.3711924
158789158,0.20177908,0.21268898,0.58553195
158929736,0.41371867,0.28629228,0.299989
159177395,0.34025115,0.3588391,0.30090976
159765082,0.27586767,0.33429018,0.38984212
159873344,0.31987497,0.31563422,0.36449084
159876365,0.34449375,0.3534496,0.30205664
160497620,0.31817654,0.3622586,0.31956494
160651448,0.35553142,0.29282808,0.3516405
162244409,0.5319158,0.24267446,0.22540982
162437844,0.23524813,0.39206287,0.37268898
162570624,0.28040087,0.36212894,0.35747027
162827884,0.21954998,0.25565484,0.52479523
162913875,0.4063307,0.2922,0.3014693
163109053,0.34542787,0.3240338,0.3305383
163517117,0.49476138,0.19600317,0.30923545
163707939,0.33542523,0.2850028,0.37957197
164247298,0.25977886,0.358659,0.38156214
164614087,0.30878797,0.3605968,0.33061528
165653338,0.41272828,0.31357238,0.27369934
165987197,0.36069393,0.3109534,0.3283527
166031989,0.13297077,0.71398735,0.15304193
166103899,0.18608573,0.62252057,0.1913937
166133014,0.5870056,0.13414451,0.27884987
166712956,0.27535632,0.40765053,0.3169932
167005382,0.16108598,0.14679225,0.69212174
167028495,0.48210457,0.25153804,0.26635736
167101867,0.46943772,0.27287212,0.2576902
167266978,0.20860222,0.52314734,0.26825044
168671174,0.70874596,0.12192633,0.16932777
168996339,0.7341914,0.11076274,0.15504593
169269197,0.40529564,0.29032788,0.30437654
169470804,0.22571692,0.22482136,0.54946166
169993692,0.060386337,0.8516565,0.087957196
170172663,0.28396362,0.37622947,0.3398069
171203885,0.42147598,0.27153337,0.30699062
171404634,0.45375693,0.29395974,0.2522834
171978632,0.23772168,0.48108676,0.28119147
171995062,0.24801753,0.26446646,0.48751602
172087456,0.20278378,0.17016582,0.6270504
172536972,0.26309878,0.45258173,0.2843195
173095007,0.3094176,0.3065335,0.3840489
173884962,0.48688743,0.26138213,0.2517304
174033244,0.26963714,0.35591358,0.37444928
174235077,0.5317865,0.19947354,0.26873994
174959811,0.352031,0.19840485,0.44956416
175461577,0.25793973,0.31107277,0.43098745
175804640,0.29327396,0.3569595,0.3497665
175996586,0.38171637,0.26246926,0.35581434
176859306,0.12751745,0.7212963,0.1511863
176896815,0.5202163,0.2246287,0.255155
177969330,0.47376382,0.21297227,0.31326395
178408493,0.464617,0.26161432,0.2737687
179442957,0.41515332,0.28370392,0.30114275
179662488,0.4109961,0.2725702,0.31643376
179983357,0.45393142,0.24728717,0.2987814
180039088,0.22844753,0.462609,0.3089435
180327590,0.3397001,0.3787106,0.28158924
180486224,0.4897349,0.2615234,0.24874178
180822212,0.18877858,0.60568875,0.20553267
181852544,0.42365086,0.24311484,0.33323434
182270185,0.3776542,0.3009331,0.3214127
182797220,0.49040994,0.28395984,0.22563024
183367786,0.5241993,0.19224797,0.2835527
183508420,0.08385693,0.08194791,0.83419526
183575714,0.42192543,0.30787963,0.270195
184754113,0.5408247,0.22423473,0.23494057
185307942,0.18038292,0.13195801,0.6876591
185874767,0.5372062,0.25255322,0.21024066
186103788,0.4040599,0.2525647,0.34337544
186388985,0.49762028,0.24495432,0.25742546
186870438,0.2316398,0.533636,0.2347242
187273758,0.25571012,0.21913609,0.5251539
187718264,0.19235976,0.16758882,0.64005136
187952362,0.5439861,0.17337835,0.2826356
187985863,0.29657295,0.30959502,0.39383203
188188079,0.2969845,0.35139254,0.351623
188428650,0.27213693,0.4043561,0.32350704
188742406,0.322732,0.36130103,0.31596693
189037006,0.1265738,0.113540575,0.7598856
189128884,0.28880745,0.29023683,0.4209557
189177685,0.34131917,0.28152317,0.37715766
189997538,0.17928585,0.1567747,0.6639395
190100483,0.19351871,0.41398656,0.39249474
190438113,0.72415733,0.10596958,0.1698731
190645928,0.31164798,0.38031176,0.30804026
191511600,0.25460225,0.47123405,0.27416372
192898355,0.37513092,0.33744276,0.28742635
192980368,0.3879387,0.32564813,0.28641316
193065173,0.39756003,0.23828572,0.36415428
193448453,0.3787674,0.34095058,0.28028202
194114636,0.28991172,0.36714107,0.3429473
194115466,0.53018105,0.25003082,0.21978818
194258870,0.21568736,0.4625472,0.32176536
194829114,0.32444477,0.22602229,0.449533
195227530,0.16055137,0.65215266,0.18729591
196025014,0.36150256,0.399798,0.23869945
196271452,0.6582976,0.15909201,0.18261033
196506254,0.3945669,0.3384507,0.26698244
196733272,0.16023941,0.66232395,0.1774367
196806845,0.34568512,0.31690177,0.33741307
197773399,0.21437505,0.25080627,0.5348187
197892566,0.3270054,0.34950104,0.3234935
198197233,0.32008713,0.31875944,0.3611534
198870048,0.3289599,0.2558517,0.41518843
198894413,0.28375626,0.2732677,0.44297603
199263495,0.2363731,0.47142744,0.29219955
200418591,0.10605859,0.7671847,0.12675674
200549603,0.15292314,0.6819635,0.16511339
201250351,0.08911255,0.08154586,0.8293416
201683895,0.095894106,0.7899422,0.11416362
202025783,0.31518337,0.3225837,0.36223295
202245871,0.45129374,0.26340112,0.28530523
202279538,0.22211671,0.49045563,0.28742757
202822924,0.28499222,0.2896267,0.42538115
202923073,0.37582827,0.36309275,0.26107898
203052489,0.18341543,0.48166603,0.3349186
203064111,0.12877662,0.11701576,0.75420755
203535476,0.6083319,0.18900745,0.20266064
203565155,0.27459,0.24110961,0.4843004
203835958,0.27550054,0.34934044,0.37515905
203869779,0.31732735,0.27276528,0.40990743
204032816,0.5233361,0.21193327,0.26473057
204294238,0.17347199,0.55590856,0.27061945
204387761,0.37048456,0.3434032,0.28611228
204588668,0.39883086,0.2907677,0.3104014
204652862,0.23121606,0.46434644,0.30443746
205584337,0.11540325,0.105647795,0.7789489
205662449,0.37754232,0.3015502,0.3209075
206275297,0.4770349,0.28749472,0.23547038
206277987,0.3238902,0.33215332,0.34395644
206427536,0.33636487,0.3576708,0.30596435
206516699,0.37395668,0.31893122,0.3071121
206682921,0.7372306,0.11332996,0.14943948
206824285,0.20857592,0.26851135,0.5229128
207305063,0.43204242,0.30996037,0.25799724
207340122,0.34157756,0.3764416,0.28198078
207562178,0.37710342,0.3032809,0.31961578
207595292,0.7635259,0.0924529,0.14402112
208359111,0.32741863,0.36132672,0.31125468
208816164,0.515104,0.2602359,0.22466008
208877389,0.25631228,0.39169282,0.35199487
209302802,0.6813646,0.1332787,0.18535675
209548908,0.35007778,0.38101324,0.26890895
209666353,0.07790494,0.8209204,0.10117471
210302780,0.40927184,0.26890352,0.32182467
211157604,0.22558956,0.46476158,0.3096488
211283790,0.48011896,0.19639145,0.32348958
211897067,0.21995422,0.21435122,0.5656946
212037577,0.54937893,0.21368118,0.23693989
212357954,0.30197427,0.41072553,0.28730023
212655302,0.29200268,0.44886675,0.25913054
212784272,0.3066947,0.43041974,0.26288554
213108904,0.5315581,0.2447083,0.22373365
213309990,0.78781945,0.088314936,0.123865604
213942204,0.3672649,0.32732952,0.30540556
214344677,0.475688,0.2959668,0.22834508
214957331,0.64881307,0.1283967,0.22279017
215012976,0.47699007,0.29333422,0.2296757
215252698,0.3829536,0.31967968,0.29736677
215325950,0.5416344,0.13818827,0.32017735
216327796,0.370569,0.3802447,0.2491863
217042170,0.108836435,0.09480042,0.7963632
217188703,0.109902225,0.11341259,0.7766851
217727020,0.25605145,0.39013422,0.35381442
218154156,0.24281137,0.3169332,0.44025546
218351903,0.3474479,0.31717202,0.33538005
218857235,0.5109929,0.23932295,0.2496842
219136156,0.095745064,0.086958274,0.8172967
219278908,0.35008726,0.29581937,0.3540934
219845483,0.299539,0.2709317,0.4295293
220330055,0.24684446,0.38176924,0.37138632
220564013,0.122763485,0.7355622,0.14167434
220742211,0.28455353,0.35360256,0.36184388
221031547,0.4623964,0.26745823,0.27014542
221082092,0.2859561,0.37965074,0.33439308
221141213,0.4969225,0.26064023,0.24243723
221240160,0.2754072,0.2927174,0.43187532
221310669,0.36941046,0.3612416,0.2693479
221888807,0.24519612,0.50778,0.24702387
222513701,0.20782039,0.20414539,0.5880342
222825163,0.35831723,0.3677972,0.27388564
223086691,0.3766086,0.3646719,0.25871947
224306792,0.28384867,0.32124576,0.39490557
224385949,0.21273793,0.319709,0.46755302
224732802,0.40496203,0.34826478,0.24677315
224952350,0.31041592,0.38759208,0.301992
225109959,0.24291368,0.27039117,0.4866951
225126519,0.38997102,0.31707528,0.29295373
225307024,0.30269158,0.3129698,0.38433868
225756243,0.61869025,0.19372106,0.18758868
226377820,0.37313545,0.32915097,0.29771358
227175960,0.42480972,0.28262833,0.292562
227491693,0.36183035,0.2873365,0.35083318
227888358,0.3976191,0.3150149,0.28736606
228133194,0.3450439,0.15275198,0.5022042
228433385,0.16900074,0.6202279,0.2107714
228717863,0.2484715,0.40192303,0.34960547
229115102,0.49114102,0.2292881,0.27957085
229347207,0.39985844,0.33195165,0.26818985
229968420,0.29690906,0.4776984,0.22539257
230952557,0.30516127,0.38387161,0.31096712
230976680,0.39009073,0.33398178,0.27592742
231572695,0.58831775,0.20978272,0.20189959
231619252,0.3940233,0.35313353,0.2528431
231625085,0.34016797,0.37028843,0.2895436
232063506,0.26998988,0.23064573,0.49936435
232409609,0.8135338,0.073439725,0.11302644
232427358,0.48077658,0.26331,0.2559134
232453671,0.35644552,0.23419872,0.40935576
232645361,0.365248,0.3171911,0.317561
233395001,0.2782179,0.5205412,0.20124088
233570353,0.1791513,0.6232524,0.19759634
233815139,0.15903775,0.13186564,0.70909667
234190763,0.3196141,0.31720176,0.3631842
234209089,0.3201492,0.33891526,0.34093553
234685090,0.33239457,0.33701274,0.33059275
235291592,0.30643666,0.31318408,0.38037926
235606080,0.32281718,0.3194008,0.35778198
236064445,0.4076044,0.2894245,0.30297112
236170502,0.46169448,0.26959744,0.26870814
236199361,0.29404607,0.3166502,0.38930374
236271757,0.48036113,0.27548447,0.2441544
237278120,0.22760181,0.54722166,0.22517654
237821338,0.4567084,0.26698938,0.2763022
238380049,0.36597952,0.3434796,0.2905409
238603995,0.41024512,0.31808895,0.27166587
239048667,0.7074399,0.12226854,0.17029156
239103331,0.27350953,0.30237567,0.4241148
239499740,0.11619175,0.7375546,0.14625368
239635062,0.57121044,0.21556269,0.21322684
240259792,0.40585527,0.30013973,0.29400504
240416433,0.39225835,0.34897888,0.25876278
240664578,0.25904652,0.34495813,0.39599535
240710719,0.35332736,0.16914329,0.47752935
241090572,0.32853013,0.39486617,0.27660367
242094413,0.30463967,0.3602297,0.33513063
242177248,0.37915182,0.33716968,0.28367853
243970712,0.33211172,0.35143366,0.31645465
245514823,0.31637818,0.35060263,0.3330192
245852427,0.31406495,0.39291632,0.2930187
245852983,0.29162896,0.42172638,0.28664464
245923091,0.265811,0.3632953,0.37089366
246103755,0.33947745,0.35234913,0.30817342
246164255,0.18092252,0.5691814,0.24989606
246558613,0.56059074,0.2176831,0.2217261
246714719,0.34859124,0.29547983,0.35592884
247279910,0.33961245,0.32181036,0.33857724
247500882,0.5400455,0.24596909,0.21398538
248533914,0.41043252,0.31769663,0.27187076
248860573,0.17002597,0.64066845,0.18930556
249347057,0.7700656,0.09679949,0.13313486
249690269,0.40429226,0.27269036,0.3230175
250289355,0.3343719,0.2582821,0.40734595
251122176,0.70710987,0.13455737,0.15833274
251505912,0.24646413,0.25121078,0.5023251
252549006,0.2824191,0.26141348,0.4561675
253311844,0.71678627,0.09123655,0.19197717
253608122,0.37636897,0.251879,0.37175205
254817867,0.44819865,0.320242,0.23155934
255909110,0.38872495,0.33999592,0.27127913
256273613,0.3619158,0.32968587,0.30839837
256392955,0.3584773,0.29687595,0.34464678
256501501,0.21583742,0.48994094,0.29422167
256550756,0.66189903,0.14485389,0.19324705
256899548,0.1176397,0.7316181,0.15074222
