id,pA,pB,pTie
23476865,0.38916627,0.33916566,0.27166808
23949628,0.6398184,0.17698248,0.1831992
24156886,0.42203563,0.28918368,0.28878066
24392931,0.20236278,0.16991158,0.62772566
24399403,0.3434654,0.33708522,0.3194494
24685627,0.42441314,0.30838665,0.2672002
24866717,0.2608498,0.3352694,0.40388083
25572605,0.08923348,0.7879622,0.12280433
26376073,0.122727655,0.11638172,0.76089066
26390985,0.2651619,0.3266874,0.40815067
28614681,0.23191208,0.49591392,0.2721741
28967472,0.32520965,0.3430385,0.33175185
29890516,0.18391322,0.16837229,0.64771456
30299961,0.33064008,0.32543358,0.34392637
30406816,0.3389225,0.37446538,0.2866121
30621995,0.30323485,0.3082128,0.38855237
31055850,0.5449267,0.22395812,0.23111519
31168210,0.23198771,0.17224877,0.5957635
31538450,0.4561137,0.2604869,0.28339937
31588430,0.4346475,0.29151186,0.2738406
32074050,0.40618774,0.23263732,0.36117497
32282452,0.4825196,0.22208095,0.29539946
32362908,0.12174925,0.11012767,0.7681231
32405882,0.5466735,0.2333015,0.22002508
33926655,0.18952662,0.5445194,0.26595396
34360479,0.22327648,0.22262223,0.5541013
34480121,0.12051553,0.10409527,0.77538913
34549104,0.35382918,0.33077636,0.31539452
34780911,0.26442295,0.43881592,0.29676113
35073394,0.13168493,0.106854975,0.76146007
35076201,0.4351772,0.22964257,0.33518022
35654393,0.3846271,0.34821278,0.2671601
36062822,0.49603257,0.27775562,0.22621186
36530527,0.15854248,0.1519058,0.6895517
36545767,0.35531458,0.38855496,0.2561304
37058073,0.30006096,0.34095,0.35898903
37206390,0.26540983,0.35533124,0.37925893
37358949,0.27388096,0.36724702,0.35887203
38367458,0.27282983,0.38618255,0.34098762
38760658,0.37954658,0.3358996,0.28455377
39691906,0.42293492,0.3279504,0.24911466
40132483,0.31561705,0.3146368,0.3697462
40152314,0.5736194,0.19632372,0.23005679
40222815,0.4798328,0.25758392,0.2625833
40469994,0.40609396,0.35462493,0.23928112
40617317,0.38831407,0.34057224,0.27111375
41123370,0.28406182,0.34509647,0.37084168
41729147,0.3680331,0.35991552,0.27205145
42363635,0.37719092,0.33824977,0.28455943
42507851,0.4183304,0.32615063,0.255519
42584195,0.23841135,0.22995502,0.5316337
43613344,0.23929727,0.27709478,0.48360798
43641645,0.21618082,0.22786017,0.555959
44654591,0.18807593,0.57391953,0.23800446
45083686,0.37775424,0.31571385,0.30653194
45197798,0.235304,0.21753855,0.54715747
45306623,0.43565574,0.24356776,0.3207765
45445864,0.13093717,0.72519964,0.14386325
45649084,0.29593545,0.38961667,0.3144479
45745424,0.17984936,0.15815404,0.6619966
45768623,0.42540106,0.2659019,0.30869702
45963597,0.31901738,0.3757339,0.30524868
46687772,0.31907552,0.3579082,0.32301632
46821932,0.46315122,0.25555322,0.2812956
46876466,0.19715592,0.19156855,0.6112755
46944333,0.38825175,0.3517526,0.2599956
48015690,0.12190977,0.719339,0.1587512
48142269,0.2853711,0.38973132,0.32489762
48265471,0.09185917,0.091680326,0.81646055
48430092,0.25217858,0.41982996,0.3279915
48919853,0.15422684,0.6906368,0.15513639
49465636,0.08768678,0.7936107,0.118702576
49623367,0.2694494,0.36550108,0.36504948
50045381,0.16539858,0.6498325,0.18476899
50149330,0.39261308,0.3380157,0.2693712
50196105,0.2659523,0.43274125,0.30130652
50656327,0.22303179,0.50716084,0.2698073
51557426,0.3062216,0.3358211,0.35795733
52388359,0.39634278,0.29302233,0.31063485
52489452,0.4633605,0.25202066,0.28461882
52915987,0.35036,0.3609449,0.28869507
53082068,0.38423884,0.35978287,0.25597823
54086375,0.29627636,0.36010027,0.34362328
54384068,0.27992868,0.3386961,0.38137522
54523115,0.28438914,0.40953553,0.30607533
55698583,0.21220985,0.2203185,0.5674717
55908596,0.091910854,0.7865671,0.1215221
56006011,0.1649631,0.26911402,0.5659229
56636147,0.35980326,0.33168185,0.30851486
56969406,0.3893073,0.33516964,0.27552307
56973692,0.20816293,0.18516767,0.60666937
57442593,0.105460316,0.097485326,0.7970544
57464350,0.27618447,0.41672882,0.3070867
58430697,0.18408196,0.60691226,0.20900576
58730565,0.27788374,0.4134055,0.30871078
58855804,0.29842752,0.24355546,0.458017
59022044,0.35203856,0.3610455,0.28691596
59727862,0.24488647,0.25698656,0.49812692
59808824,0.3217774,0.30754846,0.3706741
59824387,0.18289773,0.5563884,0.26071388
60314975,0.35544136,0.29045805,0.3541006
60898580,0.38134882,0.32016927,0.2984819
61143223,0.23844488,0.5091671,0.25238803
61276176,0.29928243,0.38987136,0.31084615
61619064,0.17562792,0.6088853,0.2154867
63866747,0.31523547,0.40317038,0.28159425
64211461,0.28150448,0.33183134,0.3866642
64659709,0.70641005,0.13131237,0.1622776
64715260,0.12282206,0.7225501,0.15462781
64942083,0.18043733,0.56721765,0.25234497
65555822,0.3924373,0.3399863,0.26757646
65700319,0.13246924,0.6381311,0.2293997
65745439,0.1548643,0.2020274,0.6431083
65766556,0.4737181,0.26343298,0.26284882
66155606,0.3618586,0.3686527,0.26948872
66167562,0.6036574,0.19344819,0.20289443
66258110,0.14360996,0.52329856,0.33309156
66440298,0.18418635,0.13777798,0.6780357
66663160,0.33854923,0.29305318,0.36839768
66712101,0.41034207,0.34481505,0.24484292
67339404,0.3472916,0.34002784,0.3126806
67405472,0.21084371,0.5608402,0.22831608
67744229,0.25667253,0.46772414,0.27560326
68593198,0.3706179,0.35023165,0.2791504
68866655,0.20805533,0.5536244,0.23832029
69554887,0.79288197,0.08351899,0.12359905
71770169,0.43122756,0.2769519,0.29182047
71955180,0.34614718,0.33429852,0.31955427
72035655,0.524081,0.25210047,0.22381845
72511783,0.726485,0.11871254,0.15480237
73227792,0.60322875,0.19414642,0.20262483
73650850,0.35686043,0.2278348,0.41530475
73771022,0.3394899,0.17350833,0.48700175
73905810,0.49860248,0.28064656,0.22075088
73936271,0.19933777,0.54512805,0.25553417
73980122,0.09763563,0.096008435,0.80635595
74260397,0.19748667,0.6002921,0.2022213
74521474,0.39718276,0.33572108,0.2670962
74771281,0.0945853,0.7988432,0.10657151
75185897,0.34321114,0.35220858,0.30458033
75268821,0.23521894,0.23744369,0.5273374
75510608,0.49572924,0.2713466,0.23292422
75654377,0.32438374,0.3391554,0.33646092
75756798,0.26433334,0.24391417,0.49175248
76703164,0.4598245,0.28080806,0.25936738
76818137,0.31654665,0.36030367,0.3231497
76929915,0.08337019,0.7929081,0.123721786
77139482,0.26875994,0.4232709,0.30796912
77181015,0.3165683,0.3739422,0.30948955
77367943,0.66644096,0.14063627,0.19292285
78323278,0.30227414,0.24720334,0.45052248
78350806,0.12849411,0.7228792,0.14862666
78445775,0.5836507,0.1816393,0.23471
78956673,0.6397025,0.17958675,0.18071075
79490409,0.34920254,0.35118985,0.29960752
79789750,0.21456234,0.51767325,0.2677644
80082858,0.09763016,0.77355653,0.1288133
80141038,0.29953608,0.3394625,0.36100137
80657707,0.22691491,0.5202969,0.25278822
80787512,0.30948606,0.2894498,0.40106407
81185517,0.34457344,0.28875464,0.36667192
81249307,0.37579218,0.34516114,0.27904665
81314120,0.5557025,0.20986983,0.23442775
81562417,0.23489846,0.34778324,0.4173183
81954652,0.3546147,0.23379168,0.41159362
82324757,0.5725789,0.19291827,0.23450284
82487187,0.17631756,0.6133698,0.21031266
82511181,0.2699885,0.44305384,0.28695765
82659450,0.36695537,0.3492677,0.28377688
82880589,0.4030262,0.31885397,0.27811983
83046909,0.19442566,0.1780021,0.6275722
83160691,0.44417357,0.2966771,0.25914928
83732566,0.38440257,0.32175702,0.2938404
83928327,0.33270782,0.35904008,0.3082522
84475574,0.36480868,0.26679558,0.3683958
84617438,0.29173672,0.32979557,0.3784677
84762535,0.3315024,0.31910065,0.34939694
85279513,0.28711528,0.3651517,0.34773302
85676838,0.16673724,0.6351735,0.19808927
85758625,0.33853632,0.32907516,0.33238846
86226617,0.5375521,0.21643665,0.24601118
86393019,0.34126875,0.33454165,0.32418954
86445267,0.26389676,0.4616912,0.27441198
86491823,0.12894835,0.11331361,0.7577381
86858696,0.5014207,0.23532626,0.2632531
86870228,0.26119655,0.12484249,0.6139609
87092462,0.30494162,0.3680173,0.32704103
87253114,0.2069823,0.21805237,0.57496536
87284463,0.4550894,0.28219363,0.26271692
87533124,0.25890923,0.41968438,0.32140636
87680801,0.3866622,0.31956595,0.2937719
88282498,0.42391244,0.25824785,0.31783968
88580515,0.4530992,0.29661193,0.25028884
88675730,0.34043878,0.3187205,0.34084076
89036775,0.4097834,0.31724256,0.27297404
89370857,0.30626836,0.3556595,0.33807215
89473131,0.3875944,0.35902238,0.25338322
89898710,0.13722496,0.70696634,0.15580876
90264798,0.34474984,0.3624149,0.2928353
90282780,0.6086205,0.16004616,0.23133335
90309999,0.6712494,0.10624916,0.22250137
90530234,0.3800622,0.2925166,0.3274212
91135016,0.10944792,0.7331819,0.1573702
91249465,0.3699463,0.3432727,0.28678095
91514729,0.21409059,0.54761344,0.23829602
91818070,0.28107455,0.18301834,0.5359071
91910103,0.3756125,0.33346286,0.29092464
92137308,0.39437962,0.32840806,0.27721238
92214682,0.32745618,0.3248333,0.34771055
92324167,0.26967448,0.33814758,0.3921779
93206098,0.22534694,0.49370322,0.2809498
93671538,0.26744682,0.30494812,0.427605
93678596,0.6755151,0.14711261,0.17737229
93981832,0.25172225,0.41704956,0.33122826
94095678,0.31395254,0.29899696,0.38705054
94257885,0.4368347,0.3252233,0.2379421
94740109,0.3342857,0.35886973,0.30684453
95019533,0.1304522,0.15847495,0.71107286
95039176,0.56648123,0.17112188,0.26239687
95644301,0.45587823,0.28554037,0.25858143
95945153,0.32076067,0.40887025,0.27036908
96344904,0.2833309,0.36327517,0.35339397
96410999,0.57720935,0.199396,0.22339457
96638380,0.4153258,0.32647517,0.25819907
96831724,0.25721613,0.37283406,0.36994988
96840376,0.12520991,0.10495608,0.76983404
96902474,0.23821087,0.29182655,0.46996257
97120486,0.2574966,0.19355589,0.5489476
97774303,0.27391896,0.27618268,0.44989836
99673516,0.47844768,0.26334783,0.25820446
99810117,0.46208596,0.28395656,0.25395748
100010272,0.21952602,0.5676423,0.21283174
101485010,0.37836787,0.26324078,0.35839134
101511137,0.3303902,0.36666813,0.30294168
101533352,0.44032452,0.16653393,0.39314157
101774346,0.25194943,0.48632577,0.2617249
102208792,0.33651298,0.38026032,0.28322673
102375388,0.25485417,0.38227376,0.362872
102481158,0.3326022,0.3619187,0.30547905
102557686,0.22868766,0.2665229,0.50478935
102986510,0.40090695,0.2953175,0.3037756
103014146,0.27205917,0.3239945,0.40394637
103029271,0.7559792,0.10489616,0.13912474
103706682,0.30328932,0.4290971,0.26761353
104397560,0.24454385,0.2795081,0.4759481
104426062,0.21843226,0.19961211,0.5819557
105365883,0.23218955,0.5208441,0.24696639
105651124,0.3094739,0.40616146,0.2843646
105949611,0.23271564,0.26929772,0.4979867
106035300,0.32914072,0.3808928,0.28996655
106517636,0.16721661,0.41581044,0.41697294
107269005,0.23697603,0.27385774,0.48916623
107498868,0.5403344,0.1917426,0.26792297
107929474,0.35563293,0.351423,0.29294407
108334066,0.5491244,0.23986515,0.21101046
108404504,0.2448831,0.20019865,0.5549182
110114870,0.49909636,0.27733487,0.22356881
110174608,0.2915956,0.42100203,0.2874023
110883364,0.26959062,0.3615531,0.36885625
110975268,0.33286372,0.3713414,0.295795
111144115,0.361245,0.36942178,0.26933318
111889666,0.22917765,0.20205846,0.56876385
112250790,0.089923345,0.80424434,0.10583233
113180402,0.40923333,0.33682206,0.2539446
114037004,0.26660198,0.26076534,0.47263256
114659557,0.80292207,0.07626368,0.12081425
114720363,0.3819987,0.32261378,0.29538754
114912688,0.339275,0.3328129,0.32791206
115196411,0.25778642,0.31665984,0.42555377
115638340,0.10013574,0.7842048,0.11565945
115833760,0.2799962,0.35351768,0.36648613
115840356,0.38494587,0.31913862,0.29591557
116673066,0.4896933,0.2376999,0.27260676
117150803,0.21304028,0.19102085,0.5959389
117272656,0.24225146,0.23159152,0.526157
117397898,0.42570305,0.28345257,0.29084435
117959541,0.30344096,0.3225255,0.37403354
118119544,0.11729946,0.73937404,0.14332645
118159656,0.31637248,0.3486309,0.33499664
118478473,0.3174526,0.37031022,0.31223717
118731531,0.21158862,0.4782238,0.31018752
119138094,0.25950122,0.48058796,0.25991082
119195200,0.27670193,0.16482683,0.55847126
119246254,0.09521213,0.7834641,0.121323735
119528604,0.7232364,0.12637094,0.15039271
119789195,0.24277362,0.5076573,0.24956912
120004116,0.60434175,0.17717443,0.21848379
121085978,0.37983623,0.34630066,0.2738631
121663832,0.31262666,0.348563,0.33881035
121878316,0.43323702,0.2888218,0.27794123
122013844,0.70681375,0.12458616,0.1686
122031620,0.2278132,0.46587428,0.3063125
122790857,0.36032158,0.20537968,0.4342987
122836691,0.3678858,0.3402547,0.2918595
122931491,0.5156454,0.25368997,0.23066467
123426414,0.40146914,0.31185472,0.28667605
124044865,0.57318616,0.1826719,0.24414192
124418647,0.40984514,0.24150336,0.34865147
125476722,0.33113748,0.3651625,0.30370003
125577780,0.2146793,0.18435366,0.600967
125857825,0.5548229,0.22667749,0.21849963
125876648,0.71807325,0.10235408,0.17957267
126115480,0.21222118,0.49043688,0.29734188
126136975,0.6316572,0.16765898,0.20068385
126680362,0.61721253,0.18780893,0.19497858
126904997,0.28158066,0.34736186,0.37105745
127116268,0.2391795,0.48684952,0.27397105
127870848,0.29686597,0.27921343,0.4239206
128588182,0.16803385,0.30238315,0.529583
129151326,0.42242458,0.29152414,0.28605124
129277625,0.4477035,0.2912936,0.2610029
129791516,0.33058855,0.36447412,0.3049374
131682646,0.2081889,0.2604766,0.5313344
131815904,0.32634968,0.39471182,0.27893853
131967081,0.18109946,0.6224831,0.19641747
132007937,0.3167786,0.37887412,0.30434725
133224819,0.32227072,0.31767303,0.36005622
133806226,0.4022867,0.30018467,0.2975286
133992837,0.20077881,0.20922638,0.58999485
134134770,0.273124,0.42691544,0.29996058
134190253,0.2379108,0.46528107,0.2968082
134477555,0.28189623,0.42146888,0.29663497
134981298,0.5063982,0.26879138,0.22481044
135712120,0.12866478,0.13571756,0.73561776
135821542,0.18749563,0.59546876,0.21703555
135877884,0.4436794,0.32849464,0.227826
136282836,0.43813765,0.28163162,0.28023073
137517882,0.10695784,0.74012214,0.15292005
137927307,0.4101878,0.32621557,0.2635967
138013043,0.19214094,0.1985697,0.60928935
138084191,0.30746076,0.38093695,0.3116023
138088289,0.39886758,0.24465807,0.35647434
138326358,0.4359619,0.29695672,0.26708135
139583603,0.2873275,0.23979688,0.47287565
140286518,0.59323746,0.20178871,0.20497379
140986598,0.14081115,0.106028914,0.75315994
141182781,0.2658355,0.31128702,0.42287752
141257336,0.32349953,0.2912957,0.38520476
141938012,0.39607358,0.2514701,0.3524563
142046731,0.49240455,0.22133783,0.28625754
142652201,0.3616292,0.3544698,0.283901
143198280,0.25608757,0.4418222,0.30209023
143401888,0.34330216,0.35644984,0.30024806
144150734,0.24921171,0.3334309,0.41735741
144247420,0.23768052,0.3158219,0.44649756
144254638,0.30694312,0.38156697,0.31148988
144276703,0.2326754,0.51751566,0.24980892
145812756,0.15231904,0.65817434,0.18950668
146279381,0.29101565,0.29684418,0.41214022
146730683,0.1533811,0.4122841,0.43433478
146957224,0.162983,0.1125475,0.7244695
146980204,0.46794,0.25153267,0.28052726
147089206,0.21851644,0.2017116,0.57977194
148229679,0.3391861,0.38257563,0.27823824
148283256,0.32094374,0.37454242,0.3045138
148343740,0.18670134,0.18005426,0.63324434
148345636,0.42499107,0.22648865,0.34852025
148384486,0.3487932,0.3508248,0.300382
148869876,0.345161,0.36496562,0.2898733
149264495,0.4540375,0.29640576,0.24955668
149773683,0.36886212,0.3340592,0.29707858
150155155,0.48481193,0.27357474,0.24161331
150793045,0.64274734,0.17322525,0.18402745
151286288,0.1867163,0.1666285,0.64665526
151398771,0.6362511,0.14810012,0.21564876
151662173,0.31235048,0.42445016,0.2631994
151937833,0.488511,0.21208993,0.29939908
152026087,0.6326887,0.18301821,0.18429315
152205405,0.23235968,0.4192456,0.3483948
152719086,0.6566449,0.16203538,0.18131979
153056933,0.33025756,0.37750322,0.29223916
153941994,0.24863589,0.5038217,0.2475424
153952584,0.3228655,0.41117218,0.26596233
155909853,0.15482125,0.64564085,0.19953793
156030652,0.2957619,0.45377803,0.2504601
156080546,0.34368306,0.31267333,0.34364358
156224783,0.34266797,0.34645304,0.31087908
156969775,0.35349786,0.33655867,0.30994353
157204357,0.40224844,0.3070833,0.29066822
157491002,0.18393923,0.24928285,0.5667778
157778924,0.47310507,0.28540573,0.24148925
158191068,0.1950959,0.23153959,0.57336456
158451646,0.3755257,0.33353266,0.29094163
158748523,0.5397404,0.17036983,0.28988984
159022796,0.2362478,0.2595843,0.5041679
159206202,0.20194565,0.117585056,0.6804693
159976261,0.38950905,0.22698912,0.38350183
160964387,0.39891598,0.31639642,0.28468752
161279088,0.24115159,0.46186045,0.29698795
162293818,0.5504801,0.23182924,0.21769062
163994800,0.3718153,0.34625897,0.28192577
164502756,0.40284124,0.3197323,0.27742648
165269782,0.084523514,0.7845776,0.13089894
165837216,0.19316284,0.17270282,0.63413435
165854494,0.08791982,0.79572284,0.116357386
165924848,0.21028358,0.548397,0.2413194
166277414,0.22967784,0.3467754,0.42354676
166596141,0.41391057,0.32367507,0.26241434
167320067,0.33788705,0.3420306,0.32008234
167641792,0.4362128,0.2832855,0.28050166
167876959,0.69334686,0.1302244,0.17642878
168817429,0.26153824,0.4046956,0.33376622
169055261,0.40548897,0.26228637,0.3322247
169155044,0.1574326,0.14070803,0.7018594
169684936,0.42703956,0.3036444,0.26931608
169954315,0.22812337,0.246095,0.5257816
170014023,0.34359658,0.34859997,0.30780348
170212609,0.32706416,0.32363984,0.349296
170249524,0.27345806,0.29345065,0.4330913
170319345,0.09083187,0.78000695,0.12916115
172970691,0.699493,0.1150047,0.1855023
173274612,0.29569885,0.39507127,0.30922997
173799147,0.4605267,0.2601231,0.27935022
173825002,0.32310024,0.3663042,0.31059554
174012979,0.36037728,0.27808413,0.36153853
174165605,0.41221693,0.18531422,0.40246883
174210323,0.3317492,0.3636331,0.30461782
174564892,0.33733797,0.34460905,0.31805298
174727915,0.16522901,0.6500138,0.18475726
174816457,0.25444183,0.4364237,0.30913448
174884455,0.31531194,0.3152665,0.36942154
175320249,0.28697366,0.29624298,0.41678336
175737641,0.25215444,0.23899154,0.50885403
176044840,0.35236382,0.3150493,0.33258682
176293155,0.36081037,0.24624145,0.3929482
177009879,0.44535315,0.29396573,0.26068115
177032456,0.2531608,0.28271884,0.46412036
177277096,0.27392742,0.3682889,0.35778368
177932764,0.23821087,0.29182655,0.46996257
178114498,0.27675807,0.30560732,0.41763467
178191127,0.33045053,0.38022453,0.2893249
178974816,0.7840898,0.08414892,0.13176124
179364209,0.47611392,0.28488073,0.23900537
179461974,0.2740513,0.3785018,0.34744695
179464373,0.15520437,0.6944653,0.15033038
179694761,0.43584347,0.25253263,0.31162387
179757471,0.33278158,0.19605786,0.47116062
179943906,0.22403719,0.19545344,0.5805094
180038300,0.43449134,0.2781906,0.28731802
180087284,0.28167415,0.22990862,0.4884173
180655157,0.31789407,0.32474676,0.35735917
180809229,0.1910286,0.5969434,0.212028
180973025,0.3267713,0.34987417,0.32335457
181095445,0.30576873,0.30800965,0.3862216
181212331,0.6850899,0.14024228,0.17466776
182165985,0.29810095,0.38254637,0.31935275
182675764,0.15707113,0.1518175,0.6911113
182684533,0.49245232,0.27972007,0.22782758
183024850,0.4015499,0.31773072,0.28071937
184128422,0.25950542,0.49262074,0.24787389
184336585,0.60413647,0.17906861,0.21679495
184365388,0.25699288,0.25770226,0.48530486
184442274,0.18242598,0.17550737,0.6420667
184476329,0.4282981,0.32427064,0.24743123
185775215,0.38576618,0.26699802,0.34723586
187061164,0.2906455,0.35356465,0.35578978
187082898,0.22017545,0.46242553,0.31739905
187507365,0.21175058,0.1803922,0.60785717
187555518,0.335449,0.3504068,0.3141442
188289137,0.25462306,0.37183678,0.37354016
188379618,0.40054786,0.28806835,0.31138378
188748880,0.48601416,0.24202606,0.2719598
189592603,0.73086756,0.11384712,0.15528525
190321456,0.706802,0.1389994,0.15419866
191764079,0.2636558,0.3826947,0.35364944
192605511,0.13679159,0.69649565,0.16671282
194110594,0.3201345,0.34497035,0.33489522
194154570,0.32723942,0.36777166,0.30498898
194273723,0.34858805,0.33643946,0.31497255
194533429,0.12910412,0.12550028,0.7453956
194626320,0.375857,0.32934856,0.29479444
196160684,0.3295447,0.2857417,0.38471362
196490614,0.3610738,0.34388807,0.29503807
196531825,0.33245578,0.3254837,0.3420605
196814462,0.0821833,0.81116277,0.106653936
197246496,0.27073088,0.42897403,0.30029503
197324655,0.34346387,0.37238085,0.2841553
197948073,0.51133597,0.20435655,0.28430748
198149119,0.44456694,0.2971347,0.2582984
198487737,0.38812858,0.26702628,0.34484515
199233633,0.6671173,0.14620025,0.18668245
199754128,0.52340555,0.13095823,0.34563625
199841581,0.31424254,0.26934668,0.41641074
199895047,0.32860547,0.16804549,0.503349
199948186,0.22704695,0.4229542,0.34999886
200804332,0.24128883,0.35231194,0.40639925
201111181,0.77354646,0.09261594,0.13383755
201906803,0.29258987,0.3367324,0.37067774
202251838,0.265724,0.44034928,0.29392675
202567090,0.24324797,0.45901257,0.29773942
203040806,0.46673828,0.18205494,0.35120672
203914750,0.108309865,0.09808508,0.7936051
204316389,0.2769584,0.38578826,0.3372533
205009630,0.39872265,0.35450223,0.24677506
205291223,0.17037216,0.6295774,0.2000504
205717589,0.3863617,0.3482598,0.2653785
205952780,0.116324246,0.75718343,0.12649237
206028031,0.34621122,0.32260296,0.3311858
206584844,0.31603205,0.3788976,0.3050704
206917370,0.3745949,0.32353395,0.30187112
206956571,0.50695515,0.24109362,0.25195122
207390314,0.14048897,0.6920274,0.16748366
207658856,0.5054733,0.25580934,0.23871738
208241505,0.31262,0.30597356,0.3814064
208252719,0.3419835,0.34830117,0.3097153
208410705,0.37886667,0.3465823,0.27455103
208915606,0.27068886,0.3946691,0.33464202
209054356,0.7719016,0.090909615,0.1371888
209968580,0.17767026,0.619233,0.20309673
211727403,0.37421682,0.30065066,0.32513255
212138560,0.3278846,0.3542268,0.31788862
212397784,0.1837587,0.16974331,0.6464979
213190316,0.13233091,0.119281575,0.7483876
213634693,0.4165813,0.33421233,0.24920635
214206792,0.45767567,0.20928931,0.33303502
214494570,0.3370607,0.3149107,0.3480286
214699911,0.2787496,0.43670896,0.28454158
214792282,0.32883403,0.337596,0.33357006
215796076,0.3658619,0.28744468,0.34669343
216392171,0.29848632,0.38545954,0.31605414
217015316,0.30968532,0.34544232,0.34487244
217717249,0.2720204,0.47787,0.2501096
218180077,0.36857077,0.3200417,0.3113876
218316951,0.5163908,0.23818366,0.2454256
218408006,0.6382125,0.1802295,0.18155795
218833537,0.13307981,0.14398319,0.722937
218967582,0.44451746,0.3232504,0.23223215
219292983,0.17728427,0.15679406,0.6659217
219347008,0.1858994,0.21199547,0.60210514
219788879,0.24859378,0.5013653,0.25004083
220011342,0.281053,0.31565222,0.40329474
221325833,0.2236908,0.41493097,0.36137822
221670931,0.46152022,0.27213144,0.26634836
221910677,0.09798044,0.7671573,0.13486224
222074003,0.3299381,0.3444075,0.32565445
222446254,0.3099663,0.35739136,0.33264232
222706307,0.40659693,0.31958792,0.27381516
223128448,0.09810262,0.7979249,0.10397248
223432950,0.2511579,0.38353315,0.365309
224928833,0.28440517,0.37469268,0.34090206
225037489,0.13419278,0.6898184,0.17598888
225187558,0.6215142,0.15932631,0.21915947
225994511,0.34507895,0.32242632,0.3324948
226843085,0.18167838,0.6146769,0.20364472
227001729,0.30487406,0.3485497,0.34657627
227460405,0.27170026,0.37092027,0.3573795
227541901,0.5436095,0.15118575,0.30520472
227643251,0.19313732,0.32487667,0.48198596
227910664,0.32331708,0.4046275,0.27205545
228293373,0.35797048,0.39522603,0.24680348
228532392,0.41409153,0.33602118,0.24988733
229006703,0.21615276,0.18312062,0.60072666
229146145,0.31340972,0.29085404,0.39573625
229381391,0.34286422,0.3377887,0.319347
230023503,0.7059656,0.122145526,0.17188887
230469133,0.34240362,0.34779015,0.3098063
230578544,0.39155504,0.3119626,0.2964823
231046913,0.27266702,0.40408483,0.3232481
231746846,0.16009746,0.14090624,0.6989963
231838412,0.39072698,0.30807295,0.30120006
232320729,0.656753,0.11245,0.23079707
232793107,0.49807665,0.22357719,0.2783461
232869183,0.37379497,0.18299642,0.44320855
232940873,0.28706053,0.3387949,0.37414455
233549717,0.19106379,0.582154,0.22678229
233852690,0.34759802,0.32144874,0.33095324
233906414,0.5450815,0.22960359,0.22531499
234475192,0.3951151,0.30768558,0.29719937
234492560,0.25731662,0.27964672,0.4630366
234910661,0.46191406,0.28997073,0.2481152
235203061,0.3882121,0.3030029,0.308785
235663126,0.3198822,0.38085005,0.2992677
