id,pA,pB,pTie
97484822,0.34132737,0.29594022,0.3627324
98000427,0.41277018,0.32712647,0.26010337
99674820,0.40285176,0.27718014,0.3199681
100040967,0.3673528,0.35491875,0.2777285
100683546,0.64036965,0.18281306,0.17681728
101218967,0.5726496,0.22080019,0.20655017
102274264,0.32010555,0.4075209,0.2723735
102720241,0.28597942,0.33436492,0.37965563
102766546,0.3143836,0.2992515,0.3863649
103300640,0.3440239,0.31126553,0.34471056
103404710,0.274862,0.27454838,0.45058966
103513055,0.33336642,0.3192247,0.34740886
104006539,0.25842005,0.36860925,0.37297067
104062312,0.3537136,0.30856517,0.3377213
104327024,0.53699774,0.24524395,0.2177583
104419242,0.16063303,0.666869,0.17249805
104444797,0.15791944,0.14210796,0.6999726
105530501,0.28434536,0.34651315,0.36914158
105706836,0.59735703,0.2150889,0.18755405
106391223,0.30671066,0.28946075,0.40382856
106419164,0.080433995,0.0770359,0.84253013
106853717,0.56235045,0.22227223,0.2153773
107099682,0.12263172,0.7389634,0.1384048
107283019,0.1788659,0.60396636,0.21716769
107654757,0.45129862,0.28848022,0.2602212
107846647,0.37390295,0.38959748,0.23649953
108245066,0.4888642,0.23271734,0.2784184
108477597,0.15995175,0.15366101,0.6863873
109410988,0.12460726,0.112816155,0.7625766
109592613,0.111691184,0.75144553,0.1368633
109847941,0.1621952,0.63597864,0.20182614
109865867,0.29203686,0.3494136,0.35854948
110598122,0.258899,0.15092608,0.5901749
110694476,0.118537836,0.74434257,0.13711967
111333777,0.39128715,0.38110465,0.22760817
111747539,0.25976604,0.19841632,0.54181767
111800951,0.36739108,0.3443682,0.28824076
112938333,0.58070266,0.21386994,0.20542741
113041831,0.1848616,0.39011037,0.42502806
113333607,0.4221368,0.31775004,0.26011318
113842835,0.35962448,0.33988407,0.30049145
113996207,0.218703,0.59408605,0.18721098
114649337,0.34939325,0.37589785,0.27470887
115360062,0.06762588,0.8431882,0.08918593
115696123,0.2257315,0.52845156,0.24581702
115755020,0.44984832,0.26584747,0.28430426
116005242,0.18127848,0.1345784,0.6841432
116906090,0.506038,0.25102583,0.24293618
117138881,0.29534927,0.43445534,0.27019542
117188139,0.13527119,0.119402684,0.74532616
117586351,0.18645315,0.5285857,0.28496122
118595921,0.5634678,0.22560227,0.21092999
119392660,0.36029583,0.3263961,0.313308
120279613,0.4029998,0.31330636,0.2836939
121182436,0.7715466,0.10450146,0.1239519
121461364,0.549972,0.23369591,0.21633205
121519784,0.5054506,0.27442142,0.22012797
122463776,0.26141882,0.4170016,0.32157958
124261895,0.2531954,0.45294088,0.29386368
124469358,0.38554925,0.27692738,0.33752337
124630469,0.2596457,0.37748203,0.36287224
124859722,0.41186988,0.3248878,0.26324233
124932959,0.41761175,0.28609487,0.29629338
124953277,0.24276666,0.4936271,0.26360625
125068422,0.4411782,0.30190852,0.25691333
125278740,0.5467331,0.205742,0.24752492
125468438,0.31826016,0.28701267,0.3947272
125682858,0.23311387,0.17970131,0.5871848
125946145,0.40938258,0.33467913,0.2559383
126253571,0.14152591,0.6851265,0.17334755
126736413,0.4159943,0.32710677,0.25689888
127640629,0.22767553,0.37558085,0.39674366
127678682,0.5900657,0.22503534,0.18489888
128263276,0.20503071,0.58925426,0.20571508
128368900,0.28860438,0.3536677,0.3577279
128590248,0.33302194,0.28594536,0.3810327
128761802,0.41775367,0.31424454,0.26800177
128949591,0.1722547,0.31044137,0.5173039
129257832,0.31121302,0.47661418,0.21217279
130161597,0.6183048,0.2004063,0.18128888
130552063,0.3895199,0.28839305,0.32208708
130773051,0.12608258,0.7276381,0.14627925
130777496,0.29539648,0.39921844,0.30538517
131147010,0.47687924,0.27930158,0.24381919
131428961,0.48530412,0.24052048,0.27417544
131589513,0.11871873,0.7289812,0.15230015
131590828,0.22159027,0.35442853,0.42398125
131844960,0.29668126,0.3636573,0.3396615
131939314,0.2634373,0.37926105,0.35730168
131944166,0.10589156,0.09780241,0.7963061
133488887,0.21833082,0.5506143,0.23105484
133547760,0.10452629,0.7725611,0.12291263
133806778,0.398688,0.32595003,0.27536198
134027627,0.15936895,0.17775504,0.66287595
134058684,0.13425708,0.12022508,0.74551785
134264759,0.479638,0.29490313,0.22545879
135936109,0.33557457,0.33717474,0.3272507
136170568,0.21617365,0.5363524,0.24747398
136422015,0.104081534,0.10355735,0.7923611
137083004,0.27302,0.2962524,0.4307276
138208581,0.21595712,0.34656057,0.43748233
138789190,0.36121842,0.42333627,0.21544531
139177400,0.48132598,0.23938762,0.27928647
140166126,0.18683071,0.65673506,0.15643415
140569717,0.43748063,0.31944475,0.24307461
141222451,0.2619516,0.4549752,0.2830732
141624993,0.191291,0.6249467,0.18376228
141937111,0.3418909,0.33554775,0.32256126
142899803,0.25428936,0.48274392,0.26296675
143068476,0.3513273,0.34177008,0.3069027
143411874,0.3440831,0.3311122,0.32480463
144980560,0.26858494,0.42004925,0.3113658
145191896,0.2505249,0.29526958,0.45420557
145627477,0.34554207,0.38334548,0.27111247
146305248,0.36550373,0.35085243,0.28364387
147014780,0.70392096,0.12132254,0.17475647
147073200,0.22278412,0.2661992,0.5110167
147092774,0.6435937,0.18197942,0.17442681
147424573,0.069060154,0.83369285,0.09724706
148312752,0.13153048,0.6645506,0.20391881
148414331,0.35512224,0.33586022,0.3090175
148918567,0.31742027,0.33106261,0.35151714
148953776,0.3747514,0.36967176,0.25557682
149801266,0.29646558,0.34587172,0.35766268
150023885,0.25794816,0.2864572,0.4555946
150129771,0.316412,0.38973558,0.29385242
150397391,0.37238222,0.30542997,0.3221879
150756637,0.30496782,0.40636435,0.2886678
152580015,0.2447845,0.42926654,0.325949
153055964,0.1486005,0.65417755,0.19722186
153847655,0.3100386,0.28734052,0.4026209
154660688,0.4442204,0.21284305,0.34293658
154669960,0.18724738,0.61018777,0.20256478
154781476,0.39997628,0.31602252,0.28400126
155772487,0.2807653,0.31142545,0.40780923
155850298,0.25988755,0.35696688,0.38314557
156658073,0.3636562,0.41388017,0.22246368
157215465,0.39298043,0.33788937,0.2691302
157324307,0.26532578,0.24416222,0.490512
157381519,0.43766496,0.26643702,0.295898
157721706,0.33366922,0.33801547,0.32831532
158917775,0.5078967,0.2454469,0.24665639
159356777,0.15680721,0.6894012,0.15379156
159792105,0.50124496,0.28748134,0.21127367
160304853,0.34912342,0.37331358,0.27756295
160324967,0.3038924,0.30942923,0.38667837
160372373,0.39881927,0.2910876,0.3100932
160574040,0.37568405,0.2995318,0.32478416
160922869,0.27710024,0.28782994,0.43506977
162377606,0.3542712,0.24996153,0.39576724
162636691,0.46738485,0.29744935,0.23516582
162689056,0.1963636,0.22668688,0.5769496
162813583,0.3027823,0.3955895,0.30162823
163136960,0.5913035,0.187323,0.22137348
163170605,0.31179592,0.3551515,0.33305258
163230945,0.22392756,0.30317426,0.47289822
163690963,0.3630461,0.30578303,0.33117086
163743238,0.30384547,0.40396556,0.29218906
164381506,0.41574374,0.31312558,0.27113065
164929177,0.42465347,0.3229443,0.25240225
165543789,0.34408292,0.31912154,0.33679563
166194228,0.34486845,0.4103113,0.24482024
166595865,0.31868166,0.3650996,0.31621876
166850569,0.14806862,0.6793139,0.17261747
166961968,0.17316468,0.6541146,0.17272069
167265396,0.45756996,0.25367782,0.28875226
167278818,0.30341822,0.3969537,0.29962814
167298114,0.3138512,0.28226992,0.40387887
167620523,0.481323,0.29360238,0.22507465
167622122,0.39675772,0.29570112,0.30754116
168065211,0.1723959,0.16909496,0.65850914
168483341,0.19595708,0.5779472,0.22609569
168490370,0.7902246,0.081507444,0.12826793
168589894,0.2632668,0.51013756,0.22659563
168729775,0.30009136,0.36922315,0.33068547
168936070,0.2933832,0.37200418,0.33461252
168946856,0.34557775,0.37978056,0.27464172
169715561,0.25109795,0.44228223,0.30661976
169751275,0.53208196,0.24041852,0.22749947
170457446,0.3279082,0.29745495,0.3746368
170847896,0.22602695,0.4591537,0.31481934
171067474,0.42456886,0.33512956,0.24030156
171497432,0.61805844,0.1878137,0.19412793
171974656,0.34122723,0.3360299,0.32274294
173012380,0.35158393,0.36468694,0.28372908
173638961,0.4208822,0.31729096,0.2618268
174172159,0.26374266,0.49829128,0.23796608
174365281,0.31566936,0.22817178,0.4561589
174580045,0.111218564,0.74127775,0.14750372
175081237,0.102082714,0.7619006,0.13601671
175378791,0.13036261,0.725282,0.14435543
175717836,0.25077194,0.3969416,0.35228643
175888324,0.715654,0.12730111,0.15704487
176239042,0.22136201,0.19412203,0.584516
176488435,0.2599074,0.40905026,0.3310424
176488956,0.7553147,0.10915105,0.13553433
176656350,0.43284371,0.33773386,0.22942245
176777033,0.43285465,0.2613741,0.3057713
177460908,0.457104,0.33734983,0.2055462
178191300,0.4821936,0.2469499,0.27085653
178423884,0.2248622,0.55490184,0.22023597
178712074,0.6384956,0.1508828,0.21062161
178896809,0.40782318,0.33311898,0.25905785
178983275,0.10453655,0.10204469,0.7934187
179343898,0.3796009,0.34038338,0.2800157
179639424,0.30912298,0.35085127,0.34002575
179771641,0.35036796,0.39880046,0.25083163
179793290,0.3923461,0.19083363,0.41682026
180223913,0.49830115,0.31386518,0.18783367
180839306,0.3189196,0.2829667,0.39811367
181183126,0.28400406,0.3465452,0.3694508
181333923,0.4450137,0.2963808,0.25860548
181410205,0.1978028,0.5594573,0.24273989
181726221,0.4265303,0.34697214,0.22649759
181765556,0.32941192,0.33254728,0.3380408
182017603,0.27659026,0.25417593,0.46923378
182199878,0.47401032,0.26247865,0.26351103
182894492,0.32956785,0.4413606,0.22907156
183083146,0.67146194,0.14590722,0.18263091
183305637,0.40599892,0.33524057,0.25876057
183661976,0.4108931,0.27678904,0.3123178
184529232,0.30017152,0.33907786,0.36075056
184530309,0.3565111,0.26961315,0.37387574
184894470,0.49856386,0.26641476,0.23502143
186135515,0.6112417,0.21491937,0.17383896
186192416,0.4310453,0.29151577,0.27743888
186704441,0.24843013,0.31288338,0.4386865
186911298,0.20519848,0.5839709,0.2108306
187574915,0.41980895,0.29725483,0.28293628
187780547,0.37618646,0.31557328,0.30824032
188737033,0.67347896,0.1541268,0.1723943
188802455,0.4440154,0.28811422,0.26787043
190103384,0.5068981,0.2515254,0.24157652
190170879,0.42311108,0.3195519,0.25733703
190244866,0.3192354,0.36097273,0.31979185
192049853,0.31379032,0.38515586,0.30105394
192133038,0.4958235,0.27033427,0.23384221
193918614,0.25674215,0.35658222,0.38667557
194801768,0.27226052,0.28327096,0.44446847
194863118,0.5538114,0.24021886,0.20596975
195081872,0.5285144,0.24673072,0.22475486
195713343,0.16202195,0.6394347,0.1985434
196405045,0.090954475,0.0799487,0.82909685
196519040,0.6015455,0.19533084,0.2031236
196695252,0.11094869,0.7480621,0.1409892
197061918,0.48027703,0.2967518,0.22297117
197154038,0.2770346,0.22669882,0.49626654
197624992,0.34773737,0.34184298,0.31041956
197709933,0.31749514,0.277053,0.40545183
199241066,0.38415357,0.34850147,0.26734495
199291802,0.36416408,0.3802463,0.25558946
199851565,0.53680485,0.23662178,0.22657333
200034222,0.0857936,0.07784361,0.83636284
200298946,0.4855665,0.25199386,0.26243964
200425477,0.24826033,0.4784694,0.27327022
200433527,0.41854826,0.3453038,0.2361479
200451455,0.37447843,0.33659518,0.28892642
200887395,0.33882692,0.31164226,0.34953082
201281309,0.2281507,0.5117525,0.26009676
201575932,0.16510136,0.17532535,0.65957326
201612283,0.33541012,0.3959402,0.2686496
203971666,0.24981304,0.28730795,0.46287906
204802559,0.47003478,0.2634746,0.26649064
204879430,0.14803591,0.6467648,0.20519932
205321954,0.26293737,0.2252036,0.51185906
205520067,0.30097073,0.36366746,0.33536184
205618955,0.5607351,0.23403479,0.2052301
206064665,0.19110313,0.6204365,0.1884603
207307882,0.34748492,0.32107162,0.33144346
207367848,0.1757003,0.61028033,0.21401934
207695548,0.10205902,0.09813861,0.79980236
208070832,0.06681615,0.83367676,0.09950712
208431452,0.29628158,0.4379467,0.2657718
208601364,0.34457573,0.30033982,0.35508448
208768415,0.5528567,0.19452073,0.2526226
210380495,0.18794931,0.53796524,0.2740854
210712988,0.30515194,0.3127622,0.3820859
210821843,0.29109013,0.2897353,0.41917458
211283935,0.24649046,0.23637722,0.51713234
211567880,0.13836192,0.7062714,0.15536667
212049783,0.3472255,0.3082395,0.344535
212462607,0.27774203,0.4399635,0.28229454
212615565,0.25761107,0.19082837,0.5515606
213331234,0.5801892,0.21128021,0.2085305
213579164,0.24725053,0.25880653,0.49394298
214096961,0.4618715,0.267893,0.27023563
214290150,0.32341745,0.33645508,0.34012756
214554929,0.45776325,0.25917166,0.283065
215079021,0.18508536,0.6027999,0.2121148
215407963,0.24096124,0.32201827,0.43702057
216423733,0.49170655,0.2939924,0.21430111
217260950,0.48733717,0.22993654,0.28272626
217558508,0.39757076,0.31754857,0.28488058
217603706,0.12857254,0.72023666,0.15119079
217877080,0.38593858,0.3564596,0.25760186
218148873,0.3239182,0.36772808,0.3083537
218568373,0.42354855,0.32477817,0.25167334
218643255,0.35954425,0.24337465,0.39708117
219461484,0.23248489,0.32252204,0.4449931
219785323,0.35478532,0.29900876,0.34620592
219844212,0.417037,0.3198409,0.26312202
220210104,0.2034768,0.20026451,0.59625864
220314497,0.37086388,0.2964014,0.3327347
220456269,0.4560278,0.29033673,0.2536354
220681912,0.21410473,0.22363281,0.5622625
220850022,0.4208817,0.28335822,0.29576015
220979019,0.12362876,0.7043725,0.17199868
221291404,0.35881764,0.31363204,0.32755035
222055124,0.4383195,0.2454479,0.3162326
222601147,0.51978517,0.16615957,0.31405526
222780024,0.31308624,0.3247815,0.36213225
223733793,0.15812741,0.67328817,0.16858439
224379896,0.155558,0.64827675,0.19616517
224604429,0.23731928,0.37686208,0.38581866
225529621,0.522763,0.24197967,0.23525727
225990924,0.3523779,0.44077542,0.20684664
226007427,0.20464468,0.54966754,0.24568786
226587007,0.4595102,0.28268537,0.2578044
226914691,0.46466327,0.3200665,0.21527019
227092557,0.55939555,0.24696773,0.19363675
227431597,0.32161084,0.4215042,0.25688496
227433150,0.20219181,0.31056598,0.48724225
227578953,0.11644761,0.7457087,0.13784361
227585857,0.22669008,0.29911318,0.47419682
227943659,0.26487124,0.28932786,0.44580087
228159243,0.28186035,0.3658111,0.35232857
228184959,0.36742315,0.29553032,0.3370465
228285898,0.17691825,0.18287925,0.64020246
228370816,0.23461866,0.4982776,0.26710376
228375007,0.3788052,0.3816312,0.23956358
228489198,0.3511572,0.28852674,0.36031604
228541191,0.2103908,0.53027284,0.25933632
228748461,0.31103083,0.25922355,0.4297456
228860525,0.6639471,0.121772066,0.21428086
228880935,0.28635338,0.3158549,0.39779168
229415538,0.46300435,0.30106777,0.23592791
229638042,0.08275892,0.80854225,0.10869881
229674367,0.26536217,0.38413838,0.35049945
229874927,0.072895035,0.07409455,0.85301036
230219826,0.2857049,0.3938131,0.32048205
230612173,0.57690454,0.20124573,0.22184974
230650489,0.20082101,0.44526753,0.35391143
230774060,0.48648033,0.22477418,0.28874555
231719989,0.3691736,0.30641648,0.3244099
232374598,0.4459003,0.29128912,0.26281056
232572074,0.17172709,0.18408814,0.6441847
232769626,0.3124422,0.2972141,0.39034376
233138921,0.24734846,0.3054619,0.4471896
233704924,0.26576263,0.2600933,0.47414407
233780422,0.46191493,0.28323737,0.25484765
234561467,0.25358897,0.2912278,0.45518327
234709229,0.33707085,0.32771194,0.33521718
234730980,0.34503478,0.27997005,0.37499517
234797241,0.21518138,0.216837,0.5679816
234903888,0.24731949,0.45786485,0.2948157
235578312,0.22242825,0.23398124,0.5435905
235807965,0.3385717,0.33528957,0.32613876
235995350,0.15741508,0.65591353,0.18667132
236246069,0.19016175,0.18814683,0.6216914
236581029,0.6580472,0.14319502,0.19875784
236942002,0.28800106,0.44485003,0.26714894
237469970,0.5660219,0.20806526,0.22591291
237500058,0.4619193,0.2956987,0.24238196
238599014,0.5495804,0.208003,0.24241659
238740967,0.15041819,0.2804733,0.56910855
