id,pA,pB,pTie,label
2388511,0.46581172943115234,0.32680001854896545,0.2073882669210434,0
2802516,0.33159396052360535,0.3331822156906128,0.3352237939834595,1
2857714,0.23991020023822784,0.5141304135322571,0.24595941603183746,0
2912862,0.2593686580657959,0.2748916447162628,0.4657396972179413,1
2944182,0.15612909197807312,0.1272355169057846,0.7166353464126587,2
3254113,0.5237308144569397,0.26198047399520874,0.21428874135017395,2
3258431,0.2530047595500946,0.4766518771648407,0.27034327387809753,0
3259481,0.2543604075908661,0.28059273958206177,0.46504685282707214,2
3373963,0.5500414371490479,0.2472400665283203,0.20271849632263184,0
3445782,0.3195684254169464,0.45817509293556213,0.22225640714168549,1
3475655,0.24485157430171967,0.262138307094574,0.4930100739002228,1
3499263,0.3985449969768524,0.34007349610328674,0.26138147711753845,0
3503031,0.37830501794815063,0.4058484137058258,0.21584659814834595,1
3504181,0.28537172079086304,0.3548794686794281,0.3597487509250641,2
3519254,0.14634045958518982,0.13828659057617188,0.7153729796409607,2
3567106,0.251980721950531,0.5067393779754639,0.2412799447774887,1
3578663,0.2160578817129135,0.1964264214038849,0.5875157117843628,2
3590999,0.015305526554584503,0.011117887683212757,0.973576545715332,2
3622781,0.3185284733772278,0.3755500316619873,0.30592143535614014,0
3643104,0.1401410698890686,0.7168598771095276,0.1429990828037262,2
3710170,0.35602739453315735,0.3904260993003845,0.25354641675949097,2
3760933,0.29543447494506836,0.40980181097984314,0.2947637140750885,0
3773792,0.38316965103149414,0.311932772397995,0.30489760637283325,2
3777134,0.1972533017396927,0.5149407982826233,0.2878059148788452,2
3994811,0.2736732065677643,0.3856240510940552,0.3407028019428253,2
3995635,0.3908641040325165,0.3703707754611969,0.2387651950120926,2
4186011,0.21745175123214722,0.5390862822532654,0.24346204102039337,1
4349090,0.5370237231254578,0.24288751184940338,0.22008873522281647,0
4356730,0.3428994119167328,0.43705013394355774,0.22005046904087067,0
4486480,0.35914304852485657,0.2769392728805542,0.36391767859458923,2
4510489,0.31560391187667847,0.40462127327919006,0.27977484464645386,2
4587071,0.25971606373786926,0.4736100733280182,0.26667383313179016,1
4615863,0.13767950236797333,0.5514624714851379,0.31085801124572754,1
4683272,0.07751868665218353,0.024899229407310486,0.8975820541381836,2
4790276,0.25406017899513245,0.37787967920303345,0.3680601119995117,2
4961077,0.2859090566635132,0.5021933913230896,0.21189749240875244,0
4970917,0.368198961019516,0.3956262469291687,0.2361748218536377,0
4990514,0.10531686991453171,0.1513070911169052,0.7433760762214661,1
5061737,0.1651533544063568,0.6316593289375305,0.2031872421503067,2
5069186,0.3762889802455902,0.22389844059944153,0.3998125493526459,2
5166668,0.010867023840546608,0.9603257775306702,0.028807245194911957,1
5187535,0.21591031551361084,0.27522724866867065,0.5088624954223633,2
5188727,0.2999753952026367,0.32027512788772583,0.37974947690963745,0
5378146,0.26838555932044983,0.5132691264152527,0.21834535896778107,1
5498037,0.2926467955112457,0.4797268807888031,0.22762632369995117,0
5530797,0.3640139102935791,0.2861928641796112,0.3497932553291321,0
5717448,0.35522493720054626,0.42754507064819336,0.2172299325466156,0
5879089,0.24918459355831146,0.36113110184669495,0.3896843194961548,2
5973148,0.34128537774086,0.4489131271839142,0.20980152487754822,0
6058088,0.12539270520210266,0.698272168636322,0.1763351708650589,1
6223290,0.3040043115615845,0.4680444896221161,0.22795115411281586,1
6241568,0.3268616497516632,0.31350407004356384,0.3596342206001282,2
6274602,0.31585893034935,0.348754346370697,0.3353866934776306,0
6287371,0.0411543995141983,0.8834848999977112,0.0753607451915741,1
6394907,0.6297397017478943,0.18306520581245422,0.18719512224197388,0
6447538,0.1148836687207222,0.6720201373100281,0.21309621632099152,1
6492528,0.1297457367181778,0.1239703968167305,0.7462838292121887,2
6570133,0.30227866768836975,0.39563101530075073,0.3020903170108795,0
6701196,0.3316341042518616,0.4503520131111145,0.21801385283470154,2
6807968,0.5097291469573975,0.2783143222332001,0.21195653080940247,1
6817408,0.688774585723877,0.10982763767242432,0.20139779150485992,0
6831350,0.3631247282028198,0.35875388979911804,0.2781214416027069,0
6853605,0.3038475811481476,0.4706851840019226,0.22546717524528503,1
7021095,0.49273809790611267,0.29219263792037964,0.21506929397583008,2
7047857,0.6829314231872559,0.13056062161922455,0.1865079402923584,0
7271889,0.21096494793891907,0.30666422843933105,0.4823708236217499,1
7311145,0.1766202449798584,0.267185240983963,0.556194543838501,2
7324219,0.36311691999435425,0.3972057104110718,0.2396773248910904,1
7417163,0.34955111145973206,0.3561520278453827,0.29429692029953003,1
7484756,0.25713416934013367,0.40121522545814514,0.3416506052017212,2
7591373,0.2413402944803238,0.23390266299247742,0.5247570276260376,2
7599930,0.3442092537879944,0.3919946849346161,0.26379597187042236,2
7739903,0.351186603307724,0.26369452476501465,0.38511890172958374,2
7831108,0.30760517716407776,0.3024234473705292,0.3899713456630707,2
7886413,0.24541684985160828,0.5131243467330933,0.24145878851413727,1
8017578,0.20930403470993042,0.17736181616783142,0.6133341789245605,1
8027538,0.23795953392982483,0.5944449305534363,0.16759563982486725,0
8108394,0.34694981575012207,0.3978065252304077,0.2552436590194702,1
8173595,0.020265957340598106,0.9298349022865295,0.04989910125732422,2
8210755,0.4558172821998596,0.3151298761367798,0.22905288636684418,1
8322953,0.04388228431344032,0.7876406908035278,0.16847708821296692,1
8627100,0.2466912865638733,0.2704075872898102,0.48290112614631653,1
8639923,0.26381224393844604,0.4657561779022217,0.2704315781593323,0
8785767,0.25060364603996277,0.35742348432540894,0.3919728994369507,0
8942841,0.19997209310531616,0.5579270124435425,0.24210087954998016,1
8948997,0.18110090494155884,0.590944766998291,0.22795438766479492,0
9059535,0.17931856215000153,0.5794275999069214,0.2412538230419159,2
9198128,0.4393977224826813,0.3134174048900604,0.2471848726272583,0
9420277,0.2972799837589264,0.4465494751930237,0.25617048144340515,0
9424912,0.2768043577671051,0.3583872318267822,0.36480841040611267,2
9473040,0.19173578917980194,0.19983825087547302,0.6084259152412415,2
9484428,0.3357281982898712,0.44915643334388733,0.21511541306972504,0
9534298,0.37680304050445557,0.32174140214920044,0.301455557346344,2
9558869,0.24293150007724762,0.4221123456954956,0.3349561393260956,1
9601406,0.31239718198776245,0.4178966283798218,0.26970621943473816,1
9638121,0.36562687158584595,0.424812912940979,0.20956023037433624,1
9644862,0.25967514514923096,0.43238455057144165,0.307940274477005,0
9740296,0.7047351002693176,0.12122511118650436,0.17403973639011383,2
9785707,0.353047639131546,0.39699795842170715,0.2499544322490692,0
9865433,0.18326564133167267,0.13275311887264252,0.6839812397956848,0
10038573,0.10089710354804993,0.07863061875104904,0.8204723000526428,1
10156891,0.31360313296318054,0.41841715574264526,0.2679797112941742,1
10203267,0.10933744162321091,0.6268839836120605,0.26377859711647034,1
10349570,0.3499332368373871,0.3338462710380554,0.3162205219268799,2
10403116,0.30662792921066284,0.4875587522983551,0.20581328868865967,0
10604421,0.4558621644973755,0.33656221628189087,0.20757554471492767,1
10622974,0.36830416321754456,0.4169813394546509,0.21471451222896576,1
10798145,0.257457971572876,0.47355157136917114,0.2689903974533081,2
10875646,0.25174039602279663,0.19981583952903748,0.5484437346458435,0
10909236,0.7737336158752441,0.07470707595348358,0.1515592783689499,0
10966560,0.25419723987579346,0.42927342653274536,0.31652939319610596,2
10974521,0.20609253644943237,0.4796488881111145,0.3142585754394531,0
10993520,0.2921818494796753,0.5342027544975281,0.17361536622047424,1
11036870,0.18231965601444244,0.15617382526397705,0.6615065336227417,1
11089285,0.3983882963657379,0.3949916958808899,0.20662005245685577,1
11174153,0.28801196813583374,0.29770368337631226,0.4142843782901764,1
11288315,0.35299748182296753,0.41131532192230225,0.23568716645240784,0
11462903,0.40013423562049866,0.3068443238735199,0.29302144050598145,0
11466834,0.45376184582710266,0.2935903072357178,0.25264790654182434,2
11477748,0.29247981309890747,0.48856645822525024,0.21895375847816467,0
11570555,0.3539847135543823,0.374438613653183,0.27157673239707947,0
11607871,0.40392664074897766,0.3476197123527527,0.24845369160175323,1
11662304,0.2866438627243042,0.324075847864151,0.3892802894115448,1
11802413,0.11923374980688095,0.6874374151229858,0.19332878291606903,1
11841984,0.17382663488388062,0.17612899839878082,0.6500444412231445,0
11953413,0.25334668159484863,0.540580689907074,0.2060726433992386,2
11955851,0.406779944896698,0.2939188480377197,0.29930126667022705,2
12030710,0.3866939842700958,0.42315995693206787,0.19014610350131989,0
12361286,0.3912374675273895,0.4138975441455841,0.19486497342586517,1
12688674,0.265609472990036,0.4708765745162964,0.26351398229599,2
12747778,0.23118990659713745,0.2680686116218567,0.5007414221763611,2
12749848,0.04896524176001549,0.8372087478637695,0.1138259544968605,1
13035190,0.46824729442596436,0.3048054873943329,0.22694718837738037,1
13347957,0.2997019290924072,0.3303145468235016,0.3699835240840912,2
13394448,0.36882856488227844,0.3707350790500641,0.2604362964630127,1
13556772,0.3403891921043396,0.32127541303634644,0.3383353650569916,0
13651087,0.3581090271472931,0.32722654938697815,0.31466442346572876,1
13657431,0.23073503375053406,0.26318904757499695,0.506075918674469,1
13678371,0.4384472668170929,0.35538503527641296,0.20616771280765533,0
13709106,0.3516274690628052,0.35482558608055115,0.2935469448566437,0
13735973,0.2656309902667999,0.283102810382843,0.4512661397457123,2
13744661,0.5256655812263489,0.26383933424949646,0.21049512922763824,1
13782880,0.1819460093975067,0.19225724041461945,0.6257967948913574,2
13797059,0.4239971935749054,0.3284810781478882,0.2475217580795288,1
13896087,0.28375813364982605,0.4427397549152374,0.27350208163261414,0
14280062,0.23351766169071198,0.3637370765209198,0.4027452766895294,2
14354101,0.292641282081604,0.2856478989124298,0.4217107594013214,0
14451315,0.6280191540718079,0.18237142264842987,0.18960948288440704,1
14493470,0.2427636682987213,0.5907447338104248,0.1664915680885315,1
14685320,0.1320732682943344,0.15359582006931305,0.7143309116363525,2
14819628,0.31386762857437134,0.43830788135528564,0.2478245496749878,0
14940307,0.33973878622055054,0.3147806227207184,0.3454805910587311,0
15059469,0.27707499265670776,0.42704203724861145,0.2958829402923584,1
15097210,0.38157767057418823,0.3386094570159912,0.27981293201446533,2
15132484,0.29415059089660645,0.4096251130104065,0.2962242066860199,2
15193241,0.29212501645088196,0.5179517269134521,0.18992328643798828,2
15214568,0.27725082635879517,0.28427037596702576,0.4384787380695343,2
15247315,0.37555381655693054,0.38190603256225586,0.2425401210784912,2
15323548,0.23007896542549133,0.6005617380142212,0.16935934126377106,1
15372768,0.26796308159828186,0.23310087621212006,0.4989359378814697,0
15439831,0.4488665759563446,0.3523827791213989,0.19875068962574005,0
15551443,0.38810813426971436,0.3622617721557617,0.2496301233768463,2
15641037,0.3574643135070801,0.35621920228004456,0.286316454410553,0
15762385,0.20755042135715485,0.6110071539878845,0.1814424842596054,0
15816190,0.16180038452148438,0.686385452747345,0.15181422233581543,2
15828515,0.43735432624816895,0.29079025983810425,0.2718554139137268,0
15909896,0.239735409617424,0.35969147086143494,0.40057310461997986,0
15945921,0.21449001133441925,0.23349393904209137,0.552016019821167,0
16127462,0.2706344425678253,0.404326856136322,0.32503873109817505,0
16134621,0.228181391954422,0.1935911923646927,0.5782274603843689,1
16164492,0.3530662953853607,0.3153515160083771,0.33158212900161743,2
16192524,0.3691297769546509,0.36605727672576904,0.2648129463195801,1
16345289,0.3760020136833191,0.31491246819496155,0.3090854585170746,2
16350735,0.026845013722777367,0.914345920085907,0.0588090643286705,1
16441516,0.2160864919424057,0.2940395474433899,0.4898739755153656,0
16461522,0.29293394088745117,0.31193438172340393,0.3951317071914673,1
16503078,0.08669409900903702,0.01832602731883526,0.8949798941612244,2
16587778,0.3043346703052521,0.37146976590156555,0.32419559359550476,2
16593225,0.2210378497838974,0.23994234204292297,0.5390198230743408,1
16685973,0.2811256945133209,0.49766114354133606,0.22121314704418182,0
16748032,0.31086793541908264,0.42648518085479736,0.26264688372612,1
16956280,0.18201152980327606,0.20101669430732727,0.6169717907905579,0
16957411,0.3050861358642578,0.23183731734752655,0.46307656168937683,1
17102186,0.30083227157592773,0.365110844373703,0.33405688405036926,2
17214070,0.1871015429496765,0.1903093010187149,0.6225891709327698,2
17434002,0.3173487186431885,0.3618886470794678,0.32076260447502136,1
17441805,0.011546210385859013,0.9559090733528137,0.03254473954439163,1
17448643,0.42242884635925293,0.33068257570266724,0.24688856303691864,0
17452762,0.061820290982723236,0.8465821146965027,0.09159747511148453,1
17579220,0.3548189103603363,0.25478625297546387,0.3903948664665222,1
17697317,0.0810399204492569,0.031750548630952835,0.8872095346450806,2
17786813,0.2523084282875061,0.48805204033851624,0.2596395015716553,2
17846323,0.6160290241241455,0.12569648027420044,0.25827446579933167,2
17994707,0.3225017189979553,0.4140637218952179,0.2634345293045044,2
18086268,0.35793691873550415,0.35032162070274353,0.2917414903640747,2
18094964,0.22605477273464203,0.5576120018959045,0.21633322536945343,1
18120046,0.33071205019950867,0.41713428497314453,0.2521536648273468,0
18124674,0.2468137890100479,0.47281453013420105,0.28037169575691223,2
18138965,0.3212854862213135,0.3491089642047882,0.3296055495738983,2
18149745,0.23729774355888367,0.561654806137085,0.2010473757982254,1
18161882,0.2612920105457306,0.30536553263664246,0.43334245681762695,1
18229379,0.12946709990501404,0.11193537712097168,0.7585975527763367,2
18240359,0.05608725920319557,0.308920294046402,0.6349924206733704,1
18419266,0.28520455956459045,0.3026731610298157,0.41212227940559387,0
18452420,0.3346998989582062,0.37737300992012024,0.28792712092399597,1
18655827,0.21296410262584686,0.5861008167266846,0.20093511044979095,0
18667468,0.13969489932060242,0.11362148821353912,0.7466835975646973,0
18777426,0.24077069759368896,0.390809029340744,0.368420273065567,1
18802659,0.12045972794294357,0.7599736452102661,0.11956661194562912,1
19055999,0.06721600145101547,0.05422899127006531,0.8785549402236938,1
19086537,0.2738784849643707,0.42223697900772095,0.3038845956325531,2
19108602,0.2244526594877243,0.2459908276796341,0.5295565128326416,0
19153923,0.23663006722927094,0.5924994945526123,0.17087043821811676,0
19190525,0.5192111730575562,0.28196993470191956,0.1988188773393631,0
19223330,0.0727570578455925,0.8298645615577698,0.09737836569547653,2
19298357,0.43154191970825195,0.3459748327732086,0.22248321771621704,0
19351701,0.3120926320552826,0.467072457075119,0.22083494067192078,1
19606851,0.2208547294139862,0.25435563921928406,0.524789571762085,0
19610571,0.17023658752441406,0.6081522703170776,0.22161109745502472,1
19855179,0.29239150881767273,0.2843855619430542,0.4232228994369507,2
19919902,0.38235482573509216,0.3207494616508484,0.2968956530094147,2
19965981,0.536552906036377,0.2509215772151947,0.21252542734146118,0
19978669,0.14264938235282898,0.14095833897590637,0.7163922786712646,2
20092364,0.2117878943681717,0.5421701073646545,0.24604202806949615,0
20154595,0.0033926796168088913,0.0020374965388327837,0.9945698380470276,2
20185159,0.4068002700805664,0.32450124621391296,0.268698513507843,0
20191819,0.38871800899505615,0.36349087953567505,0.24779106676578522,1
20317893,0.4274047017097473,0.33230799436569214,0.24028728902339935,1
20323081,0.243801087141037,0.5009298324584961,0.25526902079582214,0
20358281,0.3774637281894684,0.2889638841152191,0.3335723876953125,0
20389020,0.35932716727256775,0.37871551513671875,0.2619572877883911,0
20449586,0.39241766929626465,0.3834352493286133,0.22414711117744446,1
20513961,0.4764882028102875,0.30925747752189636,0.21425431966781616,0
20579712,0.3138752281665802,0.09146836400032043,0.5946564078330994,2
20663371,0.21036560833454132,0.5050672292709351,0.2845671772956848,1
20704787,0.2808484733104706,0.2847050428390503,0.4344465136528015,0
20960602,0.23552124202251434,0.5527181625366211,0.21176055073738098,0
21067116,0.43908020853996277,0.3251124918460846,0.23580732941627502,2
21076858,0.3913431465625763,0.3219604790210724,0.2866964042186737,2
21363092,0.06852695345878601,0.8194435238838196,0.11202944815158844,1
21397191,0.1660422384738922,0.40761271119117737,0.4263450801372528,1
21469188,0.2667005658149719,0.37581679224967957,0.3574826717376709,2
21546978,0.4517672061920166,0.3344895541667938,0.213743194937706,2
21624867,0.20994286239147186,0.6207448840141296,0.1693122684955597,1
21882851,0.19452577829360962,0.5608582496643066,0.24461594223976135,1
21998657,0.25627604126930237,0.34643226861953735,0.3972916305065155,1
22030556,0.0873550996184349,0.060793858021497726,0.8518510460853577,2
22179610,0.2698194086551666,0.3710802495479584,0.3591003715991974,2
22198032,0.35025259852409363,0.3999120593070984,0.24983538687229156,1
22203562,0.33395084738731384,0.40672609210014343,0.25932300090789795,0
22224316,0.490970253944397,0.26165249943733215,0.24737723171710968,0
22225330,0.3946864902973175,0.2896743714809418,0.3156391680240631,1
22285215,0.29157134890556335,0.34605905413627625,0.3623696565628052,0
22287709,0.1346113532781601,0.4906063973903656,0.3747822046279907,1
22383280,0.5205528736114502,0.2732677459716797,0.20617935061454773,0
22387439,0.18672551214694977,0.5713421702384949,0.24193233251571655,0
22513174,0.2775697410106659,0.31969913840293884,0.40273112058639526,2
22619105,0.32295554876327515,0.41377177834510803,0.2632726728916168,0
22632044,0.3431505560874939,0.41241052746772766,0.24443891644477844,0
22730772,0.30696582794189453,0.30589887499809265,0.38713526725769043,1
22875501,0.3598451614379883,0.27777186036109924,0.3623829782009125,1
22897436,0.19084590673446655,0.543886125087738,0.2652679681777954,1
22921409,0.2600417137145996,0.3029223084449768,0.4370359480381012,2
23109454,0.1451350599527359,0.15279144048690796,0.7020735144615173,1
23151287,0.38900551199913025,0.32893115282058716,0.2820633351802826,0
23262408,0.38345083594322205,0.36997029185295105,0.24657891690731049,1
23454698,0.47515442967414856,0.32176458835601807,0.20308099687099457,1
23469839,0.29589879512786865,0.4111309051513672,0.29297035932540894,1
23476865,0.255157470703125,0.5514547824859619,0.19338777661323547,0
23479672,0.29519975185394287,0.38249361515045166,0.32230669260025024,2
23496712,0.5069552659988403,0.2852618098258972,0.20778284966945648,0
23626873,0.3018375635147095,0.31746047735214233,0.38070201873779297,0
23752038,0.27448931336402893,0.3687746226787567,0.35673609375953674,1
23886831,0.20277777314186096,0.4587709307670593,0.3384513258934021,2
23949628,0.2035222351551056,0.6493434309959412,0.14713437855243683,0
23974130,0.5433876514434814,0.2734871804714203,0.1831251084804535,0
23981422,0.32345303893089294,0.34719303250312805,0.3293538987636566,1
24079185,0.18317411839962006,0.16235558688640594,0.6544702649116516,1
24156886,0.38010865449905396,0.3950801193714142,0.22481118142604828,0
24212890,0.31666430830955505,0.35309791564941406,0.33023783564567566,0
24217487,0.39557382464408875,0.3460245728492737,0.2584015727043152,0
24244170,0.052734099328517914,0.8552674055099487,0.09199845790863037,0
24244682,0.4222200810909271,0.32132452726364136,0.25645530223846436,0
24250539,0.07844514399766922,0.8244624733924866,0.0970923975110054,0
24291614,0.38650625944137573,0.3917154371738434,0.2217782735824585,0
24298976,0.25771814584732056,0.41065797209739685,0.331623911857605,1
24355595,0.3886336088180542,0.3480241000652313,0.2633422613143921,1
24392931,0.24715973436832428,0.25179827213287354,0.5010419487953186,2
24399403,0.30765146017074585,0.4201101064682007,0.27223843336105347,0
24487972,0.2519261837005615,0.29666364192962646,0.4514102041721344,2
24659060,0.22613701224327087,0.6096185445785522,0.16424445807933807,1
24685627,0.4860994815826416,0.29913967847824097,0.21476081013679504,2
24694301,0.21644152700901031,0.1288691759109497,0.6546892523765564,1
24710636,0.22036303579807281,0.5473494529724121,0.2322874367237091,1
24766918,0.34535297751426697,0.37543320655822754,0.2792138457298279,0
24866717,0.27044960856437683,0.36424997448921204,0.36530032753944397,2
25269381,0.3534124493598938,0.3429569602012634,0.30363062024116516,1
25419050,0.2945587933063507,0.40635132789611816,0.29908984899520874,1
25523100,0.20691026747226715,0.6181281208992004,0.174961656332016,1
25545380,0.38571062684059143,0.3631754517555237,0.25111398100852966,0
25560438,0.35232365131378174,0.3655800223350525,0.2820962965488434,2
25572605,0.11667945981025696,0.7023606896400452,0.1809598058462143,1
25629188,0.28764981031417847,0.3972141444683075,0.31513604521751404,0
25674048,0.27570900321006775,0.30434808135032654,0.4199429452419281,1
25927022,0.12554831802845,0.734032392501831,0.14041927456855774,1
26009090,0.10328997671604156,0.7640128135681152,0.13269716501235962,1
26092030,0.5588601231575012,0.24515363574028015,0.19598625600337982,2
26269482,0.317089706659317,0.40670663118362427,0.2762036919593811,0
26344235,0.348136842250824,0.39269304275512695,0.25917014479637146,0
26376073,0.16771526634693146,0.13455945253372192,0.6977253556251526,2
26390985,0.23286400735378265,0.28465956449508667,0.4824764132499695,1
26425483,0.19003644585609436,0.5368338227272034,0.27312982082366943,1
26535266,0.336749404668808,0.34867921471595764,0.3145713806152344,2
26741574,0.2868053913116455,0.23726116120815277,0.4759334623813629,2
26752065,0.08003759384155273,0.7920588850975037,0.1279035210609436,0
26762900,0.283239483833313,0.5070999264717102,0.2096605896949768,1
26786929,0.5693732500076294,0.1924804002046585,0.23814637959003448,2
26853196,0.21277838945388794,0.25932741165161133,0.5278941988945007,2
26880709,0.21383944153785706,0.3490312099456787,0.4371293783187866,0
26887305,0.22140716016292572,0.2503480017185211,0.5282447934150696,2
26910129,0.20457550883293152,0.26917147636413574,0.5262530446052551,1
26928706,0.2948791980743408,0.40741655230522156,0.2977042496204376,1
26954423,0.3369176983833313,0.3541308641433716,0.3089514672756195,2
26977623,0.21794480085372925,0.41786324977874756,0.3641919791698456,1
27094543,0.3675209581851959,0.38250187039375305,0.24997717142105103,0
27368944,0.39656326174736023,0.35726359486579895,0.24617314338684082,2
27595930,0.4285210371017456,0.18652603030204773,0.3849528431892395,1
27640786,0.4313443601131439,0.35610896348953247,0.2125467211008072,0
27672843,0.3492737114429474,0.4189978539943695,0.23172837495803833,1
27698358,0.25084882974624634,0.2656174600124359,0.48353371024131775,1
27758122,0.3111467659473419,0.4269680082798004,0.26188522577285767,2
27806049,0.4050891101360321,0.28551554679870605,0.30939537286758423,1
27899018,0.0658363550901413,0.8110285997390747,0.123135045170784,0
27937485,0.24408181011676788,0.5274231433868408,0.22849497199058533,0
28084074,0.17965860664844513,0.10977817326784134,0.7105631828308105,0
28207817,0.28512173891067505,0.46515247225761414,0.2497258335351944,0
28502436,0.2599503993988037,0.3976147174835205,0.3424348831176758,1
28503704,0.49783244729042053,0.3180604875087738,0.18410705029964447,0
28614681,0.29103556275367737,0.4153749346733093,0.2935895323753357,2
28647536,0.12317050993442535,0.6849931478500366,0.19183634221553802,2
28683800,0.32042038440704346,0.4520731568336487,0.22750641405582428,2
28694407,0.4196161925792694,0.32782435417175293,0.2525594234466553,1
28779054,0.20340102910995483,0.6300992369651794,0.1664997935295105,0
28810507,0.3700578510761261,0.41236838698387146,0.21757374703884125,1
28813930,0.30985185503959656,0.4140056073665619,0.27614256739616394,0
28967472,0.44123658537864685,0.32561078667640686,0.23315264284610748,0
29066489,0.2038448005914688,0.25658997893333435,0.5395652651786804,1
29105374,0.30145981907844543,0.44569191336631775,0.25284823775291443,2
29213044,0.39056485891342163,0.3695703446865082,0.23986484110355377,1
29409951,0.47906285524368286,0.30606138706207275,0.21487577259540558,0
29477106,0.3283165991306305,0.37247878313064575,0.29920458793640137,0
29500587,0.35108038783073425,0.45111438632011414,0.197805255651474,0
29650947,0.34023457765579224,0.3992314338684082,0.26053401827812195,1
29769670,0.37720730900764465,0.38830655813217163,0.2344861626625061,2
29781135,0.028020361438393593,0.9294964671134949,0.0424831248819828,0
29819376,0.15821459889411926,0.6784961223602295,0.16328927874565125,0
29890516,0.2690531611442566,0.4420686364173889,0.2888781428337097,1
29998700,0.4437812864780426,0.24777083098888397,0.3084478974342346,0
30116192,0.30827760696411133,0.452329158782959,0.23939324915409088,0
30231571,0.474396288394928,0.31747275590896606,0.20813100039958954,0
30299961,0.2886522710323334,0.401273638010025,0.310074120759964,1
30309090,0.3780757486820221,0.3660530149936676,0.2558712363243103,2
30406816,0.36940401792526245,0.35712993144989014,0.2734661102294922,1
30596949,0.5471575260162354,0.24559392035007477,0.20724855363368988,0
30614122,0.28698891401290894,0.38457420468330383,0.32843682169914246,0
30621995,0.29435598850250244,0.34365516901016235,0.36198878288269043,0
30632871,0.19622530043125153,0.4995707869529724,0.30420389771461487,0
30633394,0.08702943474054337,0.813084065914154,0.0998864620923996,1
30651405,0.42197999358177185,0.28588753938674927,0.29213249683380127,2
30716997,0.36230072379112244,0.3762073814868927,0.26149192452430725,0
30792503,0.2173396497964859,0.48012953996658325,0.30253076553344727,0
30887610,0.20236894488334656,0.25933513045310974,0.5382959246635437,0
30960412,0.33330389857292175,0.3211418688297272,0.34555426239967346,1
31055850,0.36756494641304016,0.41842716932296753,0.21400786936283112,1
31168210,0.24592408537864685,0.3057311773300171,0.4483446776866913,0
31514551,0.17181220650672913,0.5924456715583801,0.23574218153953552,2
31520138,0.3298977315425873,0.3916345238685608,0.2784677743911743,2
31538450,0.3467128872871399,0.3864303231239319,0.26685675978660583,2
31588430,0.43349331617355347,0.34864434599876404,0.2178623229265213,0
31708717,0.22730308771133423,0.5633561015129089,0.20934082567691803,1
31731551,0.11938416957855225,0.7132129073143005,0.16740283370018005,1
31735386,0.49640199542045593,0.2842957079410553,0.21930235624313354,0
31747214,0.4675799012184143,0.2771429419517517,0.2552771270275116,0
31764032,0.25507649779319763,0.2428121417760849,0.5021113753318787,2
31919812,0.195175901055336,0.20718997716903687,0.5976340770721436,2
31970451,0.29371652007102966,0.4812067747116089,0.22507666051387787,0
31981480,0.3274577558040619,0.39581429958343506,0.27672791481018066,1
32074050,0.28321102261543274,0.48179346323013306,0.23499546945095062,2
32175659,0.27131563425064087,0.49214059114456177,0.23654384911060333,0
32282452,0.29445192217826843,0.3881210386753082,0.3174270689487457,0
32347214,0.33792003989219666,0.4148295223712921,0.24725042283535004,1
32354026,0.47268038988113403,0.3250654637813568,0.20225417613983154,0
