id,pA,pB,pTie,label
5498037,0.26849118,0.2799109,0.45159787,0
5530797,0.37723395,0.37723395,0.24553216,0
5717448,0.31672174,0.28558272,0.39769554,0
5879089,0.2705942,0.3911174,0.3382884,2
5973148,0.36469463,0.29728022,0.3380251,0
6058088,0.3107137,0.38115174,0.30813462,1
6223290,0.26660314,0.27246445,0.46093246,1
6241568,0.43779197,0.34782177,0.21438621,2
6274602,0.32239205,0.35937825,0.3182297,0
6287371,0.30435058,0.49337226,0.20227718,1
6394907,0.53798884,0.24896039,0.21305077,0
6447538,0.25203606,0.4675857,0.28037825,1
6492528,0.27147582,0.2888585,0.43966568,2
6570133,0.2816394,0.2585011,0.45985946,0
6701196,0.31713957,0.34755293,0.33530757,2
6807968,0.41709068,0.4083979,0.17451136,1
6817408,0.47463638,0.26478335,0.2605803,0
6831350,0.33912596,0.36277646,0.2980976,0
6853605,0.441926,0.28230134,0.27577272,1
7021095,0.5951069,0.27574953,0.12914358,2
7047857,0.6246364,0.22820266,0.14716096,0
7271889,0.29709226,0.42308843,0.27981928,1
7311145,0.27665555,0.36874497,0.35459945,2
7324219,0.27824423,0.25845197,0.4633038,1
7417163,0.2975192,0.43782616,0.2646546,1
7484756,0.31983465,0.33390716,0.34625816,2
7591373,0.31101045,0.27984148,0.40914813,2
7599930,0.30683318,0.30512178,0.38804513,2
7739903,0.38669807,0.3599708,0.25333112,2
7831108,0.33110046,0.26319072,0.40570885,2
7886413,0.3656367,0.31812388,0.31623945,1
8017578,0.28085887,0.26155707,0.45758408,1
8027538,0.37715155,0.33807242,0.284776,0
8108394,0.44916975,0.3133607,0.2374696,1
8173595,0.25791025,0.5287531,0.2133366,2
8210755,0.36058575,0.3952736,0.24414062,1
8322953,0.2099538,0.22393654,0.5661096,1
8627100,0.3740261,0.30269936,0.32327458,1
8639923,0.28002197,0.2819133,0.4380647,0
8785767,0.19733591,0.19908856,0.6035755,0
8942841,0.29458666,0.42405587,0.2813575,1
8948997,0.3362566,0.348698,0.31504542,0
9059535,0.37239105,0.28102225,0.3465867,2
9198128,0.47704795,0.2944718,0.22848028,0
9420277,0.3751326,0.30213824,0.32272917,0
9424912,0.3940163,0.3127613,0.29322234,2
9473040,0.288239,0.24396908,0.46779194,2
9484428,0.4078264,0.35047716,0.2416965,0
9534298,0.53379786,0.29394788,0.17225428,2
9558869,0.28419587,0.35342473,0.3623794,1
9601406,0.3601389,0.30079743,0.33906373,1
9638121,0.31618163,0.570048,0.11377047,1
9644862,0.30935296,0.29671088,0.39393616,0
9740296,0.4681411,0.24760187,0.28425702,2
9785707,0.34144697,0.32016522,0.3383878,0
9865433,0.24453206,0.2724627,0.48300526,0
10038573,0.22164688,0.2909625,0.4873907,1
10156891,0.32384673,0.5631455,0.11300774,1
10203267,0.21521908,0.33365893,0.45112202,1
10349570,0.31015748,0.31818607,0.37165648,2
10403116,0.5651119,0.26964265,0.16524552,0
10604421,0.30889857,0.44038823,0.2507133,1
10622974,0.2702166,0.41514626,0.3146371,1
10798145,0.27955824,0.25082937,0.46961242,2
10875646,0.2796767,0.2602935,0.4600298,0
10909236,0.61366916,0.215907,0.17042382,0
10966560,0.4601141,0.32330242,0.21658349,2
10974521,0.2841534,0.40049922,0.31534734,0
10993520,0.2696846,0.27253714,0.45777828,1
11036870,0.25179678,0.2566997,0.49150348,1
11089285,0.33661956,0.27195498,0.39142546,1
11174153,0.25547832,0.27040693,0.47411478,1
11288315,0.3148853,0.45282447,0.23229024,0
11462903,0.44435588,0.27426147,0.2813826,0
11466834,0.43090892,0.35183525,0.21725582,2
11477748,0.34326267,0.27200213,0.38473514,0
11570555,0.31050026,0.3097568,0.37974298,0
11607871,0.37558147,0.31019711,0.31422135,1
11662304,0.35044414,0.32446662,0.32508925,1
11802413,0.30611426,0.4721076,0.2217782,1
11841984,0.34835133,0.28075323,0.37089545,0
11953413,0.34540474,0.3757779,0.27881733,2
11955851,0.35441673,0.33332062,0.31226265,2
12030710,0.5226877,0.3045928,0.17271963,0
12361286,0.43442616,0.28036425,0.28520963,1
12688674,0.27685487,0.35069987,0.3724452,2
12747778,0.37517518,0.319503,0.30532175,2
12749848,0.18400629,0.7598817,0.056112062,1
13035190,0.2780038,0.4165655,0.3054307,1
13347957,0.3187145,0.29840088,0.3828846,2
13394448,0.39596707,0.33190966,0.27212334,1
13556772,0.47892654,0.32134387,0.19972958,0
13651087,0.27598447,0.4406157,0.2833998,1
13657431,0.26085135,0.28321972,0.45592892,1
13678371,0.5328033,0.29045567,0.17674099,0
13709106,0.51572645,0.25431845,0.22995514,0
13735973,0.2598329,0.30365548,0.43651164,2
13744661,0.46466568,0.27798626,0.2573481,1
13782880,0.32327467,0.37892443,0.29780087,2
13797059,0.3574582,0.44718564,0.1953562,1
13896087,0.32364485,0.40112713,0.2752281,0
14280062,0.3109142,0.36066192,0.32842386,2
14354101,0.3434666,0.3434666,0.31306678,0
14451315,0.5621649,0.29275927,0.14507581,1
14493470,0.25752243,0.35975897,0.38271862,1
14685320,0.27244428,0.28414756,0.4434081,2
14819628,0.3538359,0.33264065,0.31352338,0
14940307,0.33378232,0.30091056,0.3653071,0
15059469,0.3056713,0.41079494,0.28353372,1
15097210,0.31197566,0.30278677,0.38523757,2
15132484,0.24262637,0.37913978,0.37823382,2
15193241,0.31712392,0.35465997,0.3282162,2
15214568,0.3326967,0.32138717,0.34591612,2
15247315,0.3334986,0.3575678,0.30893356,2
15323548,0.38809925,0.27676827,0.33513245,1
15372768,0.27422154,0.31046322,0.41531524,0
15439831,0.55186146,0.26775762,0.18038087,0
15551443,0.2991961,0.2914917,0.4093122,2
15641037,0.67629284,0.2606941,0.06301302,0
15762385,0.28041118,0.2595733,0.4600155,0
15816190,0.42312455,0.3040461,0.27282944,2
15828515,0.3521876,0.36337593,0.28443646,0
15909896,0.26949894,0.29499015,0.43551093,0
15945921,0.26553345,0.27156895,0.4628975,0
16127462,0.32230276,0.30271354,0.37498373,0
16134621,0.25025585,0.24534166,0.5044025,1
16164492,0.50435704,0.3051067,0.19053625,2
16192524,0.3287897,0.32446435,0.34674588,1
16345289,0.40121123,0.40121123,0.19757752,2
16350735,0.24470367,0.5235607,0.23173568,1
16441516,0.3327829,0.29641774,0.37079933,0
16461522,0.47202325,0.3023228,0.225654,1
16503078,0.18378362,0.18161497,0.6346014,2
16587778,0.31294012,0.3133085,0.3737513,2
16593225,0.2989057,0.2708333,0.43026102,1
16685973,0.32079354,0.23918332,0.44002312,0
16748032,0.3126965,0.34784994,0.33945352,1
16956280,0.30860943,0.39994854,0.291442,0
16957411,0.25910902,0.3313825,0.4095085,1
17102186,0.2592417,0.2500116,0.4907467,2
17214070,0.50853306,0.3128,0.17866692,2
17434002,0.30787215,0.32918498,0.36294284,1
17441805,0.27021772,0.45210594,0.27767634,1
17448643,0.3966082,0.35904244,0.24434936,0
17452762,0.21097511,0.71209574,0.07692916,1
17579220,0.30321866,0.340385,0.35639635,1
17697317,0.3126558,0.28481123,0.402533,2
17786813,0.27013856,0.26482588,0.46503556,2
17846323,0.72120994,0.2001706,0.07861947,2
17994707,0.32529637,0.46570295,0.20900069,2
18086268,0.24905726,0.26314232,0.48780042,2
18094964,0.313723,0.35201606,0.33426097,1
18120046,0.26170504,0.2923162,0.44597876,0
18124674,0.33286124,0.44735718,0.21978155,2
18138965,0.34488115,0.3903834,0.26473543,2
18149745,0.24328527,0.24798426,0.5087305,1
18161882,0.28605974,0.3501152,0.36382502,1
18229379,0.25784382,0.2991228,0.4430334,2
18240359,0.18019259,0.18199264,0.6378148,1
18419266,0.29172918,0.3269648,0.381306,0
18452420,0.3395711,0.44349322,0.21693571,1
18655827,0.55282474,0.25075483,0.19642036,0
18667468,0.20825388,0.21139663,0.5803495,0
18777426,0.29883108,0.33480814,0.3663608,1
18802659,0.2814735,0.3516478,0.36687872,1
19055999,0.25689882,0.26603547,0.47706574,1
19086537,0.3122705,0.3550124,0.3327172,2
19108602,0.30662826,0.25282484,0.44054687,0
19153923,0.2743716,0.32629064,0.3993377,0
19190525,0.48598173,0.32604668,0.18797152,0
19223330,0.22038315,0.21880366,0.5608132,2
19298357,0.4005141,0.34401488,0.25547102,0
19351701,0.3454522,0.4185469,0.23600087,1
19606851,0.33427262,0.343205,0.32252237,0
19610571,0.29671964,0.41138887,0.29189143,1
19855179,0.22112854,0.25328428,0.5255872,2
19919902,0.4245403,0.28837132,0.28708836,2
19965981,0.35520482,0.3323751,0.31242007,0
19978669,0.27884609,0.27791145,0.4432425,2
20092364,0.27632806,0.38151625,0.34215567,0
20154595,0.25461933,0.25461933,0.4907614,2
20185159,0.4146569,0.29406545,0.29127756,0
20191819,0.37561387,0.44284502,0.18154116,1
20317893,0.30109435,0.3533573,0.34554842,1
20323081,0.3212712,0.31270257,0.3660262,0
20358281,0.33907524,0.27558535,0.3853394,0
20389020,0.32383862,0.46261024,0.21355115,0
20449586,0.35086036,0.33753172,0.3116079,1
20513961,0.39602774,0.37500978,0.2289625,0
20579712,0.23209603,0.21290626,0.55499774,2
20663371,0.28140414,0.3039295,0.41466638,1
20704787,0.2958852,0.27351898,0.43059584,0
20960602,0.30715758,0.41907775,0.2737647,0
21067116,0.369442,0.369442,0.26111603,2
21076858,0.30426568,0.35066268,0.3450717,2
21363092,0.29094598,0.4327037,0.2763503,1
21397191,0.30742088,0.35537353,0.33720562,1
21469188,0.24158299,0.26470017,0.49371684,2
21546978,0.52800703,0.2830196,0.18897338,2
21624867,0.23005413,0.70057124,0.0693746,1
21882851,0.29911685,0.51133156,0.18955158,1
21998657,0.28659117,0.30744964,0.40595925,1
22030556,0.27221873,0.29846162,0.42931962,2
22179610,0.32848012,0.29317406,0.3783458,2
22198032,0.33784297,0.35488203,0.30727497,1
22203562,0.33931932,0.29801565,0.362665,0
22224316,0.59676677,0.2631515,0.1400818,0
22225330,0.33184704,0.33184704,0.33630598,1
22285215,0.2641353,0.27563262,0.46023214,0
22287709,0.29587546,0.28364038,0.4204842,1
22383280,0.7961348,0.16671735,0.03714784,0
22387439,0.25759384,0.31084573,0.4315605,0
22513174,0.37781698,0.37781698,0.24436606,2
22619105,0.3841454,0.4471914,0.16866323,0
22632044,0.26585513,0.34874782,0.3853971,0
22730772,0.26020908,0.5955113,0.1442796,1
22875501,0.40931422,0.29884914,0.29183668,1
22897436,0.25170144,0.6641292,0.084169365,1
22921409,0.33188197,0.33637962,0.3317384,2
23109454,0.28098488,0.35096258,0.36805257,1
23151287,0.45411623,0.3002645,0.24561922,0
23262408,0.3100864,0.52394,0.1659735,1
23454698,0.26783866,0.29176554,0.4403958,1
23469839,0.2796619,0.25044662,0.46989146,1
23476865,0.3503559,0.3312012,0.3184429,0
23479672,0.31939447,0.30734965,0.37325582,2
23496712,0.6366822,0.26886824,0.094449595,0
23626873,0.4684223,0.29846123,0.23311642,0
23752038,0.31154647,0.4140553,0.27439833,1
23886831,0.29255608,0.49843696,0.20900692,2
23949628,0.3007379,0.2625931,0.43666905,0
23974130,0.48312902,0.30787805,0.2089929,0
23981422,0.32360348,0.32360348,0.35279307,1
24079185,0.46124014,0.26383662,0.27492324,1
24156886,0.39541495,0.36345887,0.24112624,0
24212890,0.4118954,0.2894085,0.29869613,0
24217487,0.3357135,0.28440824,0.3798782,0
24244170,0.23123516,0.24933997,0.51942486,0
24244682,0.5880211,0.242717,0.16926195,0
24250539,0.31634942,0.34036848,0.34328207,0
24291614,0.31668922,0.3943381,0.28897268,0
24298976,0.268241,0.3243715,0.40738755,1
24355595,0.30191907,0.4009483,0.2971326,1
24392931,0.33138612,0.2986665,0.3699474,2
24399403,0.36839336,0.38667098,0.24493563,0
24487972,0.285017,0.285017,0.42996594,2
24659060,0.25405413,0.66425294,0.081692964,1
24685627,0.3394234,0.38026735,0.2803093,2
24694301,0.23890926,0.2183358,0.54275495,1
24710636,0.29874122,0.39720598,0.3040528,1
24766918,0.32985097,0.37294614,0.29720286,0
24866717,0.30686116,0.33686507,0.35627368,2
25269381,0.2730607,0.275133,0.45180634,1
25419050,0.32149866,0.3028976,0.37560374,1
25523100,0.35056183,0.40697488,0.2424633,1
25545380,0.38249955,0.31161836,0.30588204,0
25560438,0.45682386,0.3344224,0.2087537,2
25572605,0.24010971,0.6716266,0.08826363,1
25629188,0.34661585,0.27550855,0.3778756,0
25674048,0.28869283,0.33315527,0.37815192,1
25927022,0.3155247,0.4288302,0.25564516,1
26009090,0.2807344,0.3394145,0.3798511,1
26092030,0.32949173,0.3402453,0.330263,2
26269482,0.33854172,0.36703607,0.29442224,0
26344235,0.35121486,0.32361278,0.32517236,0
26376073,0.29058927,0.27280515,0.43660557,2
26390985,0.27439022,0.40195432,0.3236554,1
26425483,0.28602055,0.39477965,0.31919983,1
26535266,0.3439857,0.33397207,0.32204226,2
26741574,0.27487144,0.2605949,0.46453363,2
26752065,0.28482622,0.25482118,0.46035257,0
26762900,0.2830054,0.5633968,0.15359785,1
26786929,0.46177456,0.253251,0.28497446,2
26853196,0.24725522,0.27027702,0.48246777,2
26880709,0.2871468,0.25035822,0.46249497,0
26887305,0.31726658,0.31617388,0.3665595,2
26910129,0.28217116,0.32558948,0.39223945,1
26928706,0.33112833,0.40200016,0.26687148,1
26954423,0.31073,0.29346994,0.39580002,2
26977623,0.28423893,0.29554877,0.4202123,1
27094543,0.41804603,0.3294541,0.25249994,0
27368944,0.33338565,0.38219976,0.28441462,2
27595930,0.3856536,0.26455,0.34979644,1
27640786,0.46665794,0.373855,0.15948707,0
27672843,0.24395074,0.23805776,0.5179914,1
27698358,0.24066754,0.25069448,0.508638,1
27758122,0.29676592,0.37414232,0.32909182,2
27806049,0.2945694,0.2898255,0.41560507,1
27899018,0.2404751,0.31200245,0.44752243,0
27937485,0.26474634,0.31332713,0.42192653,0
28084074,0.21174105,0.20322797,0.58503103,0
28207817,0.56088465,0.28126678,0.15784852,0
28502436,0.31457773,0.3978085,0.28761384,1
28503704,0.43450308,0.2821513,0.28334564,0
28614681,0.26856712,0.3107166,0.42071623,2
28647536,0.33104455,0.42925644,0.23969899,2
28683800,0.3564826,0.40080854,0.2427089,2
28694407,0.34156492,0.39326358,0.2651715,1
28779054,0.2668105,0.6145292,0.11866034,0
28810507,0.32173744,0.36494538,0.31331718,1
28813930,0.33558822,0.29082856,0.37358326,0
28967472,0.31864947,0.333292,0.3480585,0
29066489,0.30293247,0.28380227,0.41326523,1
29105374,0.27633968,0.28938943,0.43427086,2
29213044,0.307552,0.2952189,0.39722908,1
29409951,0.62741596,0.26338637,0.10919771,0
29477106,0.28810963,0.2611462,0.45074415,0
29500587,0.45592454,0.34843212,0.19564332,0
29650947,0.30450246,0.2417982,0.45369935,1
29769670,0.36950913,0.34785068,0.28264016,2
29781135,0.26154408,0.36982465,0.36863127,0
29819376,0.3153763,0.4518768,0.23274687,0
29890516,0.28046244,0.32502702,0.3945105,1
29998700,0.43405676,0.2749727,0.2909705,0
30116192,0.29733485,0.30472547,0.3979397,0
30231571,0.47657856,0.29663247,0.22678898,0
30299961,0.25222257,0.25149447,0.496283,1
30309090,0.3013227,0.49242806,0.20624924,2
30406816,0.33126947,0.3694972,0.29923332,1
30596949,0.6089722,0.2609928,0.13003504,0
30614122,0.3019275,0.29756004,0.40051243,0
30621995,0.3838011,0.28311643,0.3330825,0
30632871,0.2649589,0.3829731,0.352068,0
30633394,0.31362936,0.28150892,0.40486172,1
30651405,0.36748764,0.3765386,0.25597373,2
30716997,0.49245828,0.31577903,0.19176266,0
30792503,0.31392074,0.36918405,0.31689528,0
30887610,0.2536863,0.24348353,0.50283015,0
30960412,0.3284217,0.3284217,0.3431566,1
31055850,0.41130692,0.3303005,0.2583925,1
31168210,0.38937995,0.30045277,0.3101673,0
31514551,0.3198309,0.35616434,0.32400474,2
31520138,0.29293692,0.3322029,0.37486026,2
31538450,0.3273654,0.26528043,0.4073542,2
31588430,0.83932674,0.13968642,0.020986855,0
31708717,0.33733523,0.4711071,0.19155769,1
31731551,0.20462537,0.27646765,0.518907,1
31735386,0.33411312,0.30640054,0.35948634,0
31747214,0.48643622,0.28428635,0.22927742,0
31764032,0.2920658,0.33587041,0.37206373,2
31919812,0.28706804,0.3349773,0.3779547,2
31970451,0.35085425,0.36605015,0.28309557,0
31981480,0.32255495,0.32416904,0.35327604,1
32074050,0.32926306,0.4500996,0.2206374,2
32175659,0.28189793,0.34042555,0.3776765,0
32282452,0.3859127,0.29354873,0.32053852,0
32347214,0.29281968,0.46016058,0.2470197,1
32354026,0.34873217,0.41314015,0.23812763,0
32362908,0.2678699,0.29278666,0.43934342,2
32405882,0.556447,0.3131727,0.13038032,2
32574248,0.44190603,0.2882342,0.2698597,0
32619509,0.3608352,0.33603257,0.3031322,1
32638273,0.32507715,0.27963555,0.3952873,1
32724969,0.6841585,0.2169654,0.09887607,0
32734944,0.33899534,0.29145923,0.3695455,0
32811956,0.23214959,0.21096434,0.556886,0
32935133,0.35556176,0.35556176,0.28887647,1
32992211,0.6282159,0.2357798,0.13600427,2
33061116,0.23931587,0.22433195,0.5363522,2
33161531,0.44655007,0.32373714,0.22971281,0
33358005,0.35939232,0.30621165,0.33439606,1
33407477,0.22070822,0.64839035,0.13090147,1
33419218,0.44186565,0.3115679,0.2465664,0
33467556,0.35883692,0.35883692,0.28232616,1
33540537,0.3430896,0.3713102,0.2856002,2
33583573,0.33095786,0.36505407,0.30398804,0
33861741,0.26722386,0.26722386,0.46555218,1
33917986,0.28642672,0.29328048,0.42029285,1
33926655,0.21877503,0.2703731,0.5108519,2
33944248,0.33828193,0.30462787,0.3570903,1
33955780,0.32311144,0.2764356,0.400453,1
33989060,0.26297906,0.25509527,0.48192567,2
34009462,0.3909863,0.24190235,0.36711133,0
34066561,0.4026891,0.3553583,0.24195267,1
34083819,0.37889743,0.37889743,0.24220513,0
34107392,0.30454338,0.33059764,0.36485893,2
34135285,0.24820986,0.24310367,0.5086865,0
34137502,0.6228102,0.2698582,0.1073316,0
34141317,0.31073913,0.369677,0.31958383,2
34141516,0.47047168,0.27079228,0.25873607,0
34308745,0.23879522,0.3094668,0.45173803,1
34309572,0.2755318,0.42368236,0.30078578,1
34348633,0.344683,0.3087292,0.3465878,0
34360479,0.31247705,0.3007286,0.38679442,0
34378632,0.31370506,0.2917728,0.3945221,0
34480121,0.26687136,0.2079035,0.52522504,2
34504374,0.34979713,0.347774,0.30242887,2
34540796,0.3002267,0.40579847,0.29397485,0
34549104,0.38774723,0.30249122,0.30976158,0
34649448,0.31351718,0.32225823,0.36422455,2
34712778,0.37262753,0.30258867,0.3247838,0
34742772,0.32694298,0.3523207,0.3207363,0
34780911,0.4539195,0.3282013,0.21787928,1
34888646,0.29036766,0.53570765,0.1739247,1
34934612,0.2565113,0.2565113,0.48697737,2
34946957,0.26819777,0.5056525,0.22614977,1
34993192,0.33791623,0.29400957,0.3680742,2
35073394,0.18236779,0.17402631,0.64360595,0
35076201,0.3761271,0.314071,0.3098019,1
35088788,0.3736448,0.3736448,0.2527104,2
35188934,0.33486587,0.36215934,0.30297476,0
35201644,0.3856961,0.3374425,0.27686146,0
35235817,0.31515664,0.43332013,0.25152317,0
35282086,0.28303128,0.38153806,0.33543062,2
35303250,0.2688109,0.27990055,0.4512885,2
35322214,0.42407385,0.3491817,0.2267445,0
35375799,0.33388472,0.2993986,0.36671665,0
35471736,0.33150873,0.3360039,0.33248734,0
35492332,0.2719077,0.35703507,0.3710573,2
35654393,0.4508673,0.3188684,0.2302643,0
35662089,0.2343764,0.5328592,0.23276435,1
36062822,0.3517063,0.3766044,0.2716893,2
36171158,0.28833333,0.32601413,0.38565254,2
36222911,0.3318681,0.38758898,0.28054294,0
36278274,0.6806858,0.21683325,0.10248094,0
36351965,0.35588658,0.27545574,0.36865765,1
36358064,0.23750834,0.6328535,0.12963814,0
36530527,0.3484564,0.37193045,0.27961308,2
36545767,0.29989904,0.31252363,0.38757727,2
36797344,0.80922264,0.14670296,0.044074416,0
36963252,0.27788362,0.28250042,0.43961594,1
37043878,0.32339993,0.29883757,0.37776253,2
37058073,0.26906595,0.26906595,0.46186805,0
37079639,0.42444083,0.33211318,0.24344596,0
37132737,0.28552753,0.5299086,0.18456388,1
37203239,0.235051,0.25351185,0.5114371,0
37206390,0.2776628,0.3809241,0.34141314,0
37270092,0.5256526,0.2963653,0.1779822,0
37358949,0.20697379,0.2619717,0.5310545,2
37403219,0.263556,0.2763566,0.46008733,1
37409670,0.41551948,0.30266777,0.2818127,0
37411931,0.25684577,0.27618653,0.46696767,1
37611174,0.43846852,0.29534313,0.26618835,0
37653109,0.28609738,0.37966812,0.33423448,1
37697874,0.3089373,0.3089373,0.38212535,2
37875624,0.34948793,0.33951455,0.31099758,0
37882642,0.31463745,0.29637712,0.38898548,2
37896187,0.2947903,0.5497635,0.15544619,1
37951752,0.23974597,0.555112,0.20514205,1
38367458,0.28386903,0.2950083,0.4211227,0
38541643,0.2939365,0.4509055,0.25515798,1
38558732,0.3885935,0.28037897,0.3310275,0
38760658,0.36605057,0.33951825,0.29443112,0
38857249,0.377922,0.41563183,0.20644622,1
38966329,0.3321132,0.3742706,0.29361627,1
39145012,0.30208027,0.3441143,0.3538054,0
39161068,0.25740415,0.35984957,0.38274625,1
39180293,0.3162449,0.47068754,0.21306756,1
39480682,0.3292666,0.42470294,0.24603038,1
39506411,0.2700401,0.29265565,0.43730435,1
39507509,0.35317564,0.3451705,0.30165395,1
39539705,0.4626763,0.28989217,0.24743152,0
39691906,0.33411172,0.35134587,0.31454235,0
39773882,0.26441023,0.3019643,0.43362543,1
39827089,0.340476,0.3917048,0.2678192,1
39962815,0.38036087,0.2875779,0.3320612,0
39996578,0.4453728,0.30290565,0.25172153,2
40014519,0.32357058,0.27672467,0.39970472,2
40025404,0.29323393,0.32498783,0.38177824,2
40059390,0.26092932,0.25515538,0.4839152,2
40132483,0.32344928,0.32344928,0.35310143,0
40152314,0.4287259,0.35623282,0.21504126,0
40172326,0.2408402,0.26901153,0.49014822,2
40175065,0.31280535,0.40868172,0.27851292,0
40222815,0.41435564,0.3014541,0.28419024,0
40277037,0.3959907,0.32568356,0.27832577,2
40307655,0.53932434,0.25052148,0.21015416,0
40469994,0.3384786,0.254417,0.4071044,0
40556750,0.43653968,0.32616997,0.23729031,0
40594907,0.5631965,0.30349624,0.13330726,1
40617317,0.3311038,0.31067646,0.3582197,1
40686068,0.29426202,0.29136616,0.41437182,1
40687256,0.3362361,0.49562085,0.16814303,2
40718039,0.3909549,0.33598197,0.2730631,2
40823165,0.45364732,0.23459874,0.3117539,0
40931395,0.26823744,0.34368563,0.38807696,2
40959188,0.34342605,0.34342605,0.31314787,2
41007496,0.44557142,0.37751764,0.17691094,1
41097827,0.29366243,0.6116174,0.094720215,1
41123370,0.36558482,0.34147018,0.292945,1
41126880,0.2712166,0.27946687,0.4493165,1
41176201,0.30597478,0.477253,0.21677221,1
41306206,0.3334885,0.33080995,0.33570153,0
41401699,0.3686584,0.36123613,0.27010548,2
41634841,0.38662562,0.32733315,0.2860412,0
41689846,0.33657065,0.33054128,0.3328881,2
41729147,0.47530296,0.32379305,0.20090397,0
41939754,0.42184535,0.29300845,0.28514624,2
42048887,0.28291285,0.3566595,0.36042765,0
42196315,0.2625704,0.5181177,0.21931185,1
42363635,0.43561518,0.28758904,0.2767958,2
42421151,0.42197978,0.3132081,0.26481214,1
42422183,0.3945563,0.36068764,0.24475606,1
42439658,0.29308552,0.2911614,0.4157531,0
42441079,0.35187548,0.35187548,0.29624903,1
42507851,0.44665298,0.27985126,0.2734957,0
42584195,0.2821568,0.29277775,0.42506543,2
42733901,0.34982893,0.28723925,0.36293194,0
42832538,0.3307177,0.3307177,0.33856457,2
43013256,0.37985006,0.3299486,0.29020134,2
43028545,0.38975233,0.29598522,0.31426242,1
43053669,0.39363903,0.39363903,0.2127219,0
43199588,0.40443778,0.24027038,0.35529184,1
43245275,0.27174833,0.25363436,0.4746173,0
43393319,0.5009441,0.24954805,0.24950793,0
43490392,0.2911488,0.31995553,0.3888956,0
43613344,0.35395733,0.30504608,0.34099662,2
