id,pA,pB,pTie,label
6223290,0.28543162,0.2878098,0.42675865,1
6241568,0.42615488,0.36229193,0.21155323,2
6274602,0.3430735,0.37096912,0.2859574,0
6287371,0.26391432,0.48178542,0.25430033,1
6394907,0.43635488,0.20865306,0.3549921,0
6447538,0.23132879,0.37525424,0.39341694,1
6492528,0.301249,0.31763205,0.38111895,2
6570133,0.2998118,0.26865318,0.43153504,0
6701196,0.34050345,0.3716858,0.2878107,2
6807968,0.4238915,0.42474127,0.15136723,1
6817408,0.44148183,0.23123233,0.32728586,0
6831350,0.3592633,0.38035026,0.26038644,0
6853605,0.39536443,0.2475585,0.35707712,1
7021095,0.5245288,0.2475818,0.2278894,2
7047857,0.4885577,0.1961167,0.31532562,0
7271889,0.25661367,0.4456165,0.2977698,1
7311145,0.25904253,0.39339337,0.3475641,2
7324219,0.29548612,0.26946926,0.43504462,1
7417163,0.27976805,0.40607777,0.3141542,1
7484756,0.34170657,0.3558799,0.30241355,2
7591373,0.3257842,0.2908914,0.3833244,2
7599930,0.34257722,0.3221975,0.33522534,2
7739903,0.40156835,0.37500829,0.22342338,2
7831108,0.32329312,0.26800907,0.4086979,2
7886413,0.37557587,0.3134394,0.31098473,1
8017578,0.27769625,0.26592094,0.45638284,1
8027538,0.42372164,0.33489445,0.24138398,0
8108394,0.42650676,0.3097133,0.26377997,1
8173595,0.19913682,0.4857993,0.31506386,2
8210755,0.37646636,0.39877468,0.22475891,1
8322953,0.2360321,0.26747805,0.49648988,1
8627100,0.36501163,0.3130869,0.32190144,1
8639923,0.3020099,0.3021291,0.39586097,0
8785767,0.23319052,0.2321361,0.53467333,0
8942841,0.27092186,0.4338375,0.2952407,1
8948997,0.33847985,0.38315693,0.27836326,0
9059535,0.3636887,0.2649693,0.37134203,2
9198128,0.44338074,0.268535,0.28808427,0
9420277,0.39551258,0.2916413,0.31284615,0
9424912,0.3867021,0.3178336,0.2954643,2
9473040,0.280253,0.25199875,0.46774828,2
9484428,0.39843056,0.35991096,0.24165854,0
9534298,0.48614055,0.27203575,0.24182367,2
9558869,0.27640796,0.35704762,0.3665444,1
9601406,0.35942328,0.3080273,0.33254936,1
9638121,0.30779317,0.5192885,0.1729184,1
9644862,0.3434144,0.32166722,0.33491838,0
9740296,0.3627123,0.22215237,0.41513532,2
9785707,0.36655337,0.33988363,0.29356298,0
9865433,0.25644457,0.2746081,0.46894738,0
10038573,0.22548698,0.28118053,0.4933325,1
10156891,0.3017054,0.5322867,0.16600785,1
10203267,0.19684194,0.2633364,0.5398216,1
10349570,0.35029906,0.33622444,0.31347653,2
10403116,0.49702668,0.23860687,0.26436642,0
10604421,0.28575584,0.4014812,0.3127629,1
10622974,0.23105147,0.39632362,0.37262493,1
10798145,0.2915014,0.2589206,0.44957802,2
10875646,0.28274593,0.26618502,0.45106903,0
10909236,0.40689176,0.18738474,0.40572345,0
10966560,0.4463493,0.30524313,0.24840754,2
10974521,0.27320266,0.37940833,0.347389,0
10993520,0.27062753,0.27845004,0.45092243,1
11036870,0.28076,0.2945509,0.4246891,1
11089285,0.3289351,0.26413068,0.40693423,1
11174153,0.27338356,0.28693914,0.43967733,1
11288315,0.30262226,0.4186877,0.27868995,0
11462903,0.4035208,0.24722204,0.34925717,0
11466834,0.42319703,0.34841046,0.22839244,2
11477748,0.3137433,0.26037097,0.42588577,0
11570555,0.34020925,0.33958125,0.32020947,0
11607871,0.3823721,0.30563268,0.31199512,1
11662304,0.36910027,0.34019986,0.29069984,1
11802413,0.28670225,0.43778884,0.27550888,1
11841984,0.34157068,0.28770688,0.37072244,0
11953413,0.36148745,0.39473435,0.24377823,2
11955851,0.38423076,0.35489547,0.26087376,2
12030710,0.48387095,0.28694478,0.22918427,0
12361286,0.37802723,0.263367,0.35860574,1
12688674,0.27012968,0.33389106,0.39597923,2
12747778,0.37756598,0.33266672,0.28976724,2
12749848,0.16233498,0.6116357,0.22602932,1
13035190,0.25455156,0.3966086,0.34883985,1
13347957,0.35025164,0.32733452,0.3224139,2
13394448,0.3945135,0.34675357,0.25873294,1
13556772,0.45138183,0.3166471,0.23197111,0
13651087,0.245122,0.4206246,0.3342533,1
13657431,0.283326,0.32115757,0.39551637,1
13678371,0.48610532,0.2636646,0.25023004,0
13709106,0.4328466,0.21486375,0.35228974,0
13735973,0.26467338,0.28182966,0.45349702,2
13744661,0.41754138,0.2616352,0.3208234,1
13782880,0.34163764,0.3831874,0.27517495,2
13797059,0.36695328,0.43536812,0.19767864,1
13896087,0.32711914,0.40272102,0.27015987,0
14280062,0.3218378,0.34699452,0.33116767,2
14354101,0.3750207,0.3750207,0.24995863,0
14451315,0.5011904,0.27750728,0.22130233,1
14493470,0.22836772,0.28916246,0.48246983,1
14685320,0.2949217,0.3158294,0.38924894,2
14819628,0.39235812,0.35437673,0.25326514,0
14940307,0.34991753,0.31170195,0.33838055,0
15059469,0.29013214,0.38261324,0.3272546,1
15097210,0.35159308,0.32714742,0.3212595,2
15132484,0.23278481,0.31374303,0.45347214,2
15193241,0.33079296,0.33926564,0.32994136,2
15214568,0.352705,0.3555613,0.29173374,2
15247315,0.35553563,0.37147176,0.2729926,2
15323548,0.34141052,0.25185487,0.4067346,1
15372768,0.27845082,0.31547546,0.4060737,0
15439831,0.45744786,0.23988234,0.30266976,0
15551443,0.3225503,0.31411228,0.36333743,2
15641037,0.6016402,0.25237218,0.14598757,0
15762385,0.2657978,0.27849773,0.45570454,0
15816190,0.4033382,0.30173478,0.29492697,2
15828515,0.3825356,0.37698016,0.24048422,0
15909896,0.28914076,0.3156061,0.39525315,0
15945921,0.28702098,0.29033142,0.42264757,0
16127462,0.36340365,0.2993652,0.33723116,0
16134621,0.2492957,0.2589966,0.49170768,1
16164492,0.44633573,0.29634613,0.25731808,2
16192524,0.34746173,0.33930624,0.3132321,1
16345289,0.41357702,0.41357702,0.17284596,2
16350735,0.201953,0.45478752,0.3432594,1
16441516,0.36944655,0.30486712,0.3256863,0
16461522,0.4273155,0.2961809,0.2765036,1
16503078,0.22031827,0.21475187,0.56492984,2
16587778,0.33275086,0.35104838,0.31620073,2
16593225,0.3005154,0.28616798,0.41331667,1
16685973,0.28412274,0.23994392,0.4759333,0
16748032,0.35303366,0.34415406,0.3028123,1
16956280,0.29165408,0.4018654,0.30648053,0
16957411,0.23064524,0.2958907,0.47346407,1
17102186,0.2685651,0.25985467,0.47158018,2
17214070,0.46988115,0.29771465,0.23240425,2
17434002,0.3303795,0.3565722,0.31304827,1
17441805,0.23770864,0.41422623,0.34806517,1
17448643,0.43076944,0.37673903,0.19249146,0
17452762,0.18495795,0.6005094,0.21453267,1
17579220,0.3095985,0.34676358,0.34363788,1
17697317,0.3314854,0.2977678,0.37074676,2
17786813,0.3004762,0.29451776,0.40500605,2
17846323,0.5638095,0.18010789,0.25608253,2
17994707,0.31469518,0.4418251,0.24347979,2
18086268,0.27126586,0.28379843,0.44493574,2
18094964,0.3157283,0.36299264,0.32127902,1
18120046,0.284334,0.31645152,0.39921442,0
18124674,0.32381755,0.44946402,0.22671844,2
18138965,0.36237067,0.38695598,0.25067338,2
18149745,0.27399614,0.27471483,0.451289,1
18161882,0.28016979,0.34899926,0.37083095,1
18229379,0.27017972,0.28169155,0.4481287,2
18240359,0.23026106,0.21849222,0.5512467,1
18419266,0.308985,0.3358047,0.35521027,0
18452420,0.33837995,0.41655692,0.2450631,1
18655827,0.46878603,0.20581374,0.32540026,0
18667468,0.23896594,0.23203412,0.5289999,0
18777426,0.29622704,0.322994,0.38077903,1
18802659,0.27949926,0.33612594,0.38437474,1
19055999,0.2850177,0.30856392,0.40641835,1
19086537,0.31005892,0.356098,0.33384305,2
19108602,0.30652633,0.25556132,0.4379123,0
19153923,0.28965005,0.32942563,0.38092434,0
19190525,0.47131994,0.2987264,0.22995363,0
19223330,0.24938935,0.25381616,0.49679443,2
19298357,0.40334916,0.3678752,0.22877562,0
19351701,0.34005162,0.43704543,0.22290294,1
19606851,0.34270102,0.36041194,0.29688707,0
19610571,0.27564132,0.38424233,0.34011638,1
19855179,0.22169891,0.2546512,0.5236499,2
19919902,0.3901934,0.26916218,0.34064445,2
19965981,0.3906318,0.33767667,0.27169156,0
19978669,0.29878366,0.2943535,0.40686283,2
20092364,0.2468185,0.38014826,0.3730332,0
20154595,0.2744201,0.2744201,0.45115975,2
20185159,0.39442688,0.28038788,0.3251852,0
20191819,0.39212024,0.4124618,0.19541797,1
20317893,0.30400735,0.3680346,0.32795805,1
20323081,0.33303094,0.3350655,0.33190358,0
20358281,0.33437914,0.27644944,0.38917136,0
20389020,0.31547144,0.4320771,0.25245148,0
20449586,0.4023951,0.32924807,0.26835686,1
20513961,0.41083205,0.3933063,0.19586161,0
20579712,0.24756773,0.23413013,0.51830214,2
20663371,0.30844906,0.31688786,0.3746631,1
20704787,0.3147145,0.2897317,0.39555386,0
20960602,0.2752623,0.43711326,0.28762448,0
21067116,0.39219832,0.39219832,0.21560332,2
21076858,0.3213893,0.36535588,0.31325486,2
21363092,0.26734683,0.39521232,0.33744082,1
21397191,0.31323144,0.37492037,0.31184816,1
21469188,0.26428705,0.2681808,0.4675322,2
21546978,0.4630948,0.24477004,0.2921352,2
21624867,0.21121302,0.59301305,0.1957739,1
21882851,0.26410517,0.48325822,0.25263658,1
21998657,0.31020483,0.32733658,0.3624586,1
22030556,0.30324492,0.31650308,0.380252,2
22179610,0.33982262,0.30481505,0.35536236,2
22198032,0.3654738,0.36692297,0.26760322,1
22203562,0.33912683,0.3066981,0.35417503,0
22224316,0.5283086,0.2195412,0.25215015,0
22225330,0.36359635,0.36359635,0.2728073,1
22285215,0.299607,0.30063036,0.39976263,0
22287709,0.3010475,0.3250063,0.37394616,1
22383280,0.6973523,0.14115526,0.16149242,0
22387439,0.25862995,0.30714676,0.4342233,0
22513174,0.38923168,0.38923168,0.22153671,2
22619105,0.38819242,0.4503645,0.16144304,0
22632044,0.25727266,0.31678268,0.4259446,0
22730772,0.21705145,0.5285014,0.2544471,1
22875501,0.37760764,0.29625723,0.32613516,1
22897436,0.2236901,0.58737665,0.18893325,1
22921409,0.34432185,0.38511384,0.27056435,2
23109454,0.2759265,0.33733818,0.3867353,1
23151287,0.41550186,0.29047963,0.29401854,0
23262408,0.28913477,0.47952792,0.23133731,1
23454698,0.2818105,0.2872286,0.43096086,1
23469839,0.29716215,0.26892027,0.43391764,1
23476865,0.36128673,0.3682165,0.27049676,0
23479672,0.3523201,0.314893,0.33278686,2
23496712,0.5814041,0.24369036,0.17490561,0
23626873,0.42644513,0.2794989,0.2940559,0
23752038,0.32002842,0.39451656,0.28545502,1
23886831,0.24742074,0.4781351,0.27444416,2
23949628,0.32047692,0.28367022,0.3958528,0
23974130,0.44167563,0.294417,0.26390734,0
23981422,0.35375807,0.35375807,0.2924839,1
24079185,0.43987492,0.22296163,0.33716345,1
24156886,0.4020788,0.38194734,0.21597382,0
24212890,0.38681006,0.27831003,0.3348799,0
24217487,0.3241523,0.29163778,0.38420987,0
24244170,0.2517862,0.26228562,0.48592818,0
24244682,0.49730572,0.19817004,0.30452424,0
24250539,0.32809222,0.35465634,0.3172514,0
24291614,0.30912602,0.3870211,0.30385295,0
24298976,0.2607887,0.31916508,0.42004618,1
24355595,0.3098104,0.3690002,0.32118934,1
24392931,0.33906218,0.29971132,0.36122647,2
24399403,0.3908367,0.40777642,0.20138696,0
24487972,0.30789438,0.30789438,0.38421124,2
24659060,0.22877507,0.55705017,0.21417467,1
24685627,0.35568047,0.39835522,0.24596432,2
24694301,0.25489324,0.23068579,0.514421,1
24710636,0.2821172,0.37063816,0.3472446,1
24766918,0.34628382,0.39029735,0.26341882,0
24866717,0.31703424,0.3498302,0.33313558,2
25269381,0.28464,0.2827886,0.43257144,1
25419050,0.3353849,0.30725658,0.3573585,1
25523100,0.35068348,0.42164043,0.22767611,1
25545380,0.3939625,0.31706432,0.28897318,0
25560438,0.45104045,0.32350686,0.22545275,2
25572605,0.19898109,0.61576605,0.18525283,1
25629188,0.33185044,0.26348358,0.40466604,0
25674048,0.3042584,0.3267187,0.3690229,1
25927022,0.2980497,0.4230079,0.27894235,1
26009090,0.29417697,0.34416184,0.36166114,1
26092030,0.3792999,0.3609799,0.25972012,2
26269482,0.34012848,0.37859568,0.2812758,0
26344235,0.36500373,0.32377604,0.31122023,0
26376073,0.301232,0.2824848,0.41628313,2
26390985,0.2592854,0.35787135,0.38284323,1
26425483,0.26654664,0.36338568,0.37006763,1
26535266,0.36911306,0.3565403,0.27434668,2
26741574,0.30050576,0.28585207,0.4136422,2
26752065,0.28975904,0.25815755,0.45208338,0
26762900,0.2485671,0.5074232,0.24400963,1
26786929,0.3844521,0.22620653,0.38934132,2
26853196,0.25646943,0.2930643,0.4504663,2
26880709,0.29615828,0.24893858,0.4549031,0
26887305,0.34560898,0.34322158,0.31116942,2
26910129,0.28832164,0.34387776,0.36780056,1
26928706,0.33033255,0.41701016,0.2526573,1
26954423,0.35444275,0.30748567,0.3380716,2
26977623,0.3208146,0.33541274,0.3437726,1
27094543,0.40142557,0.33518144,0.26339298,0
27368944,0.3408744,0.40357557,0.25555006,2
27595930,0.32466888,0.24575096,0.4295801,1
27640786,0.45414978,0.37456036,0.17128983,0
27672843,0.27327737,0.26868844,0.45803413,1
27698358,0.27036163,0.2814623,0.448176,1
27758122,0.30825567,0.35489723,0.33684707,2
27806049,0.31204298,0.30858198,0.379375,1
27899018,0.25807115,0.28640404,0.45552474,0
27937485,0.2758392,0.31988704,0.4042738,0
28084074,0.24620481,0.22735935,0.5264358,0
28207817,0.49313712,0.2618955,0.2449674,0
28502436,0.3200598,0.37848076,0.30145937,1
28503704,0.43450317,0.24818228,0.31731457,0
28614681,0.2770306,0.33100027,0.39196923,2
28647536,0.30514407,0.43452653,0.26032937,2
28683800,0.35771373,0.40254405,0.23974222,2
28694407,0.3506129,0.40363947,0.24574763,1
28779054,0.23072606,0.5426521,0.22662182,0
28810507,0.3297756,0.3918121,0.2784123,1
28813930,0.36670274,0.30762014,0.32567716,0
28967472,0.33356526,0.38083664,0.2855981,0
29066489,0.3055419,0.30064392,0.39381424,1
29105374,0.28752097,0.31070715,0.40177193,2
29213044,0.35001293,0.3300818,0.31990528,1
29409951,0.554292,0.22851305,0.21719499,0
29477106,0.27963114,0.26899627,0.4513726,0
29500587,0.4539222,0.33824033,0.20783745,0
29650947,0.2726631,0.2563391,0.47099778,1
29769670,0.4111034,0.3685146,0.22038196,2
29781135,0.24181737,0.36556864,0.39261404,0
29819376,0.29673332,0.46173233,0.24153441,0
29890516,0.28739583,0.31695068,0.39565346,1
29998700,0.35085657,0.24330111,0.40584224,0
30116192,0.31967068,0.33578953,0.34453985,0
30231571,0.44633517,0.2839975,0.26966733,0
30299961,0.26703432,0.27573514,0.45723054,1
30309090,0.2729357,0.48124543,0.24581885,2
30406816,0.3475183,0.38066196,0.2718198,1
30596949,0.5642484,0.20793794,0.22781365,0
30614122,0.36067185,0.31546697,0.3238612,0
30621995,0.37172708,0.27675146,0.3515215,0
30632871,0.23562957,0.3674368,0.39693365,0
30633394,0.34895873,0.28735968,0.36368158,1
30651405,0.39420018,0.39703965,0.20876016,2
30716997,0.46971413,0.28969163,0.24059421,0
30792503,0.3121887,0.39283338,0.29497793,0
30887610,0.25319606,0.24191101,0.50489295,0
30960412,0.36982164,0.36982164,0.26035672,1
31055850,0.41148484,0.33437455,0.25414065,1
31168210,0.3765015,0.2922552,0.3312433,0
31514551,0.3219004,0.35513133,0.3229682,2
31520138,0.2862656,0.31889108,0.39484325,2
31538450,0.3181773,0.26487443,0.4169483,2
31588430,0.7538537,0.12348241,0.12266386,0
31708717,0.3427494,0.44116858,0.21608202,1
31731551,0.20971261,0.23694193,0.55334544,1
31735386,0.3681156,0.32587066,0.30601367,0
31747214,0.43416917,0.2634604,0.30237043,0
31764032,0.30168644,0.32991615,0.36839747,2
31919812,0.2776645,0.3374064,0.38492915,2
31970451,0.37501216,0.38079277,0.24419504,0
31981480,0.34758374,0.3617488,0.29066738,1
32074050,0.31591132,0.43234876,0.25173986,2
32175659,0.28357118,0.31796035,0.39846852,0
32282452,0.36563382,0.28184304,0.3525231,0
32347214,0.26912004,0.41466764,0.31621236,1
32354026,0.35812795,0.416139,0.22573306,0
32362908,0.26725197,0.3104155,0.4223325,2
32405882,0.5145621,0.293936,0.19150187,2
32574248,0.41515964,0.2638694,0.32097092,0
32619509,0.3727634,0.35045126,0.27678537,1
32638273,0.28299278,0.28535166,0.43165556,1
32724969,0.5515106,0.1934993,0.25499013,0
32734944,0.34376496,0.30496445,0.35127065,0
32811956,0.23050158,0.21762438,0.55187404,0
32935133,0.38835946,0.38835946,0.22328112,1
32992211,0.5061722,0.20528841,0.28853944,2
33061116,0.25503874,0.24378659,0.5011747,2
33161531,0.4255107,0.33565655,0.23883279,0
33358005,0.34127477,0.3221341,0.33659112,1
33407477,0.17573485,0.5240968,0.3001684,1
33419218,0.4463578,0.27906397,0.27457824,0
33467556,0.37879658,0.37879658,0.24240692,1
33540537,0.36272684,0.3981515,0.23912168,2
33583573,0.3451374,0.37413764,0.280725,0
33861741,0.29774377,0.29774377,0.40451238,1
33917986,0.29742587,0.34928083,0.35329333,1
33926655,0.21947627,0.23157531,0.5489484,2
33944248,0.3550488,0.32636857,0.3185826,1
33955780,0.33232665,0.2766267,0.39104658,1
33989060,0.308398,0.27332863,0.4182734,2
34009462,0.32640937,0.22821252,0.44537807,0
34066561,0.41722536,0.36738005,0.21539462,1
34083819,0.39966708,0.39966708,0.20066589,0
34107392,0.3255436,0.3413428,0.33311358,2
34135285,0.2600158,0.25975785,0.4802264,0
34137502,0.5786302,0.23122537,0.19014445,0
34141317,0.3123097,0.37688902,0.31080127,2
34141516,0.4242874,0.23249428,0.34321833,0
34308745,0.22068466,0.30767643,0.47163892,1
34309572,0.2546584,0.3893106,0.35603097,1
34348633,0.36941218,0.3192138,0.311374,0
34360479,0.33672094,0.32035834,0.34292078,0
34378632,0.32680175,0.32295975,0.35023847,0
34480121,0.24388343,0.22607315,0.53004336,2
34504374,0.35661548,0.38673723,0.25664732,2
34540796,0.3090921,0.3805571,0.31035084,0
34549104,0.35970446,0.30410454,0.33619103,0
34649448,0.34331062,0.35814178,0.2985476,2
34712778,0.36163774,0.32374245,0.31461978,0
34742772,0.34625936,0.37139818,0.2823425,0
34780911,0.4202869,0.32430348,0.25540957,1
34888646,0.25120434,0.49629176,0.25250387,1
34934612,0.2763589,0.2763589,0.44728222,2
34946957,0.23918876,0.45946914,0.30134213,1
34993192,0.31865096,0.32677057,0.35457852,2
35073394,0.21751787,0.2068075,0.57567465,0
35076201,0.37109196,0.32235226,0.3065558,1
35088788,0.40181515,0.40181515,0.1963697,2
35188934,0.35007572,0.37608832,0.27383596,0
35201644,0.39168906,0.3471928,0.2611181,0
35235817,0.29875502,0.43758017,0.26366487,0
35282086,0.2668031,0.36721176,0.36598518,2
35303250,0.2893276,0.28725743,0.42341498,2
35322214,0.43019274,0.35999313,0.20981418,0
35375799,0.34070334,0.31079543,0.34850124,0
35471736,0.3617824,0.37474892,0.26346865,0
35492332,0.2610988,0.35148123,0.38742003,2
35654393,0.435915,0.3065003,0.25758472,0
35662089,0.20232035,0.39055616,0.4071235,1
36062822,0.36789185,0.40545985,0.22664826,2
36171158,0.295289,0.36240885,0.3423021,2
36222911,0.3463255,0.38325402,0.2704205,0
36278274,0.5346921,0.19290332,0.27240452,0
36351965,0.34745958,0.26997235,0.38256806,1
36358064,0.19571467,0.5349788,0.26930654,0
36530527,0.37053666,0.37636447,0.25309893,2
36545767,0.30956334,0.32181588,0.3686208,2
36797344,0.6558173,0.13124041,0.21294229,0
36963252,0.31700367,0.28327668,0.39971966,1
37043878,0.36743733,0.3135442,0.31901848,2
37058073,0.29566616,0.29566616,0.40866768,0
37079639,0.4188128,0.33683303,0.24435419,0
37132737,0.25279784,0.4999214,0.24728075,1
37203239,0.22547236,0.3098797,0.464648,0
37206390,0.26423115,0.35936895,0.37639984,0
37270092,0.48004356,0.26241037,0.25754607,0
37358949,0.21015814,0.24799466,0.54184717,2
37403219,0.27747235,0.2930059,0.42952174,1
37409670,0.3958474,0.28912073,0.31503186,0
37411931,0.28406733,0.28432053,0.43161216,1
37611174,0.3977366,0.28116247,0.32110095,0
37653109,0.27367634,0.36486137,0.36146235,1
37697874,0.3434666,0.3434666,0.31306678,2
37875624,0.38018957,0.3586559,0.26115444,0
37882642,0.35618463,0.31974885,0.3240666,2
37896187,0.26253992,0.50737137,0.23008874,1
37951752,0.20342194,0.42075038,0.37582764,1
38367458,0.30185205,0.33060473,0.3675432,0
38541643,0.25830773,0.43671942,0.30497283,1
38558732,0.4121122,0.2560434,0.3318444,0
38760658,0.40592328,0.34288803,0.25118873,0
38857249,0.39832172,0.4248734,0.17680484,1
38966329,0.34862828,0.38054758,0.27082407,1
39145012,0.31870732,0.35682103,0.32447165,0
39161068,0.24901298,0.33699572,0.41399136,1
39180293,0.30485427,0.44143546,0.25371033,1
39480682,0.33001244,0.4041602,0.26582733,1
39506411,0.29406878,0.30398756,0.40194368,1
39507509,0.3713507,0.36995938,0.25868994,1
39539705,0.3916625,0.26801223,0.34032527,0
39691906,0.3528874,0.38539818,0.26171443,0
39773882,0.2686649,0.31398565,0.41734955,1
39827089,0.35537273,0.3933195,0.2513078,1
39962815,0.35513702,0.2743873,0.37047562,0
39996578,0.4036035,0.27455133,0.32184523,2
40014519,0.34646222,0.27512434,0.3784134,2
40025404,0.28567687,0.35576093,0.3585622,2
40059390,0.2713624,0.2783964,0.45024124,2
40132483,0.3537568,0.3537568,0.2924864,0
40152314,0.42917535,0.3581206,0.21270414,0
40172326,0.27031353,0.26046965,0.46921682,2
40175065,0.29292983,0.37724268,0.32982752,0
40222815,0.38948432,0.27700764,0.3335081,0
40277037,0.39186764,0.318291,0.28984144,2
40307655,0.4334422,0.22385149,0.34270626,0
40469994,0.30903438,0.24591094,0.44505462,0
40556750,0.4184222,0.31676742,0.26481035,0
40594907,0.52238286,0.27487528,0.20274182,1
40617317,0.33487523,0.31790572,0.34721902,1
40686068,0.32322598,0.3218416,0.35493243,1
40687256,0.32833123,0.46905783,0.20261092,2
40718039,0.39979696,0.33333796,0.26686502,2
40823165,0.39995068,0.18818139,0.41186798,0
40931395,0.2704595,0.31418398,0.41535652,2
40959188,0.3664743,0.3664743,0.26705137,2
41007496,0.4581601,0.37380904,0.16803081,1
41097827,0.25930095,0.57120556,0.16949351,1
41123370,0.38618183,0.35815597,0.25566223,1
41126880,0.28004262,0.29812083,0.42183656,1
41176201,0.29014543,0.45598888,0.25386572,1
41306206,0.35965794,0.35315543,0.2871866,0
41401699,0.38909552,0.38888788,0.22201663,2
41634841,0.3966043,0.32787532,0.27552038,0
41689846,0.3566593,0.3506503,0.29269043,2
41729147,0.4699984,0.30964717,0.22035442,0
41939754,0.4133338,0.27010474,0.3165615,2
42048887,0.28632006,0.34015256,0.37352738,0
42196315,0.2238416,0.44213432,0.33402404,1
42363635,0.4050576,0.2550394,0.339903,2
42421151,0.4295078,0.28178245,0.28870973,1
42422183,0.410156,0.3642037,0.2256403,1
42439658,0.31780866,0.3170064,0.36518493,0
42441079,0.37749475,0.37749475,0.24501042,1
42507851,0.4030311,0.2599999,0.33696902,0
42584195,0.3011731,0.30709308,0.39173386,2
42733901,0.34557086,0.29455826,0.35987088,0
42832538,0.36633936,0.36633936,0.26732132,2
43013256,0.40400812,0.337369,0.25862285,2
43028545,0.38662955,0.28154376,0.33182672,1
43053669,0.41369215,0.41369215,0.17261569,0
43199588,0.345061,0.21778135,0.43715766,1
43245275,0.28054968,0.2720226,0.4474277,0
43393319,0.37796393,0.21386625,0.4081698,0
43490392,0.30451792,0.3313474,0.36413464,0
